Duration;Src IP Addr;Src Pt;Dst IP Addr;Dst Pt;Packets;class;P;F
20.507;4708;16607;10018;22.0;24;1;1;1
0.07;10080;56212;10018;8000.0;6;0;1;1
15.742;6018;55811;10018;22.0;13;1;1;1
0.0;7474;41441;10018;5358.0;1;1;0;0
0.071;10079;8000;10019;52107.0;7;0;1;1
9.854;10079;22;27;38936.0;19;1;1;1
0.043;10079;8000;10019;62372.0;7;0;1;1
0.072;10079;8000;10019;57764.0;7;0;1;1
10.76;11;36273;10018;22.0;17;1;1;1
0.083;10080;60421;10018;8000.0;6;0;1;1
0.062;10080;64673;10018;8000.0;6;0;1;1
8.578;77;44307;10018;22.0;18;1;1;1
15.467;10079;22;8;26523.0;5;1;0;0
0.0;10079;7547;7991;64183.0;1;1;0;0
0.0;731;41296;10018;23.0;1;1;0;0
0.079;10079;8000;10019;53318.0;7;0;1;1
8.621;10079;22;23;43576.0;19;1;1;1
6.295;10079;22;8;43142.0;9;1;1;0
0.052;10079;8000;10019;57499.0;7;0;1;1
0.074;10079;8000;10019;52046.0;7;0;1;1
0.0;6034;10982;10018;1054.0;1;1;0;0
0.067;10080;58680;10018;8000.0;6;0;1;1
0.089;10079;8000;10019;53287.0;7;0;1;1
9.928;10079;22;79;42372.0;19;1;1;1
8.946;79;60423;10018;22.0;15;1;1;1
0.048;10080;61082;10018;8000.0;6;0;1;1
0.073;10080;51783;10018;8000.0;6;0;1;1
21.044;10079;0;8200;3.3;4;1;0;0
8.523;28;50461;10018;22.0;17;1;1;1
7.536;10079;22;8;11245.0;4;1;0;0
0.0;10079;5358;780;49142.0;1;1;0;0
0.0;7068;12631;10018;8333.0;1;1;0;0
11.323;10079;22;8;54666.0;6;1;1;0
0.0;10079;23;5836;47562.0;1;1;0;0
0.045;10079;8000;10019;54642.0;7;0;1;1
0.061;10080;65436;10018;8000.0;6;0;1;1
0.072;10080;50749;10018;8000.0;6;0;1;1
0.047;10080;55107;10018;8000.0;6;0;1;1
0.0;3194;45022;10018;25.0;1;1;0;0
16.701;10079;22;4718;4896.0;26;1;1;1
0.0;7629;64042;10018;7547.0;1;1;0;0
10.599;11;51537;10018;22.0;17;1;1;1
45.778;10079;22;8;35090.0;10;1;1;0
0.024;10079;50802;6261;47738.0;1;1;0;0
0.073;10079;8000;10019;58798.0;7;0;1;1
0.071;10080;62862;10018;8000.0;6;0;1;1
1.429;1460;50252;10018;5666.0;3;1;0;0
0.072;10080;58626;10018;8000.0;6;0;1;1
121.91;10079;22;8;18329.0;8;1;1;1
0.042;10080;57539;10018;8000.0;6;0;1;1
7.888;8;33233;10018;22.0;6;1;1;1
11.949;11;52620;10018;22.0;16;1;1;1
0.073;10079;8000;10019;56496.0;7;0;1;1
0.0;1355;157;10018;27474.0;1;1;0;0
0.053;10079;8000;10019;59084.0;7;0;1;1
14.664;9355;3011;10018;22.0;15;1;1;0
10.062;10079;22;24;59168.0;19;1;1;1
0.052;10080;60921;10018;8000.0;6;0;1;1
9.854;10079;22;27;43223.0;19;1;1;1
6.388;10079;22;8;16787.0;9;1;1;0
9.638;77;37235;10018;22.0;17;1;1;1
10.191;10079;22;11;53529.0;19;1;1;1
0.051;10079;8000;10019;49435.0;7;0;1;1
10.399;840;40187;10018;22.0;17;1;1;1
8.509;10079;22;8;16555.0;9;1;1;0
0.072;10079;8000;10019;60141.0;7;0;1;1
7.269;7;60607;10018;22.0;8;1;1;1
122.024;8;46752;10018;22.0;5;1;0;1
19.103;4739;61162;10018;22.0;24;1;1;1
0.078;10079;8000;10019;60961.0;7;0;1;1
20.057;10079;22;1137;41952.0;27;1;1;1
6.875;15;42915;10018;22.0;17;1;1;1
20.296;10079;22;1137;23562.0;26;1;1;1
23.033;10079;22;4687;30661.0;28;1;1;1
5.421;10079;22;5986;14824.0;12;1;1;1
0.101;10079;8000;10019;51661.0;7;0;1;1
2.702;77;36685;10018;22.0;14;1;1;1
0.0;10079;445;6809;55899.0;1;1;0;0
11.496;10079;22;840;44086.0;19;1;1;1
0.064;10079;8000;10019;49204.0;7;0;1;1
0.052;10080;53897;10018;8000.0;6;0;1;1
0.958;7870;47700;10018;22.0;6;1;1;1
17.661;4708;56072;10018;22.0;24;1;1;1
18.744;1137;30870;10018;22.0;26;1;1;1
5.418;8;58053;10018;22.0;2;1;0;0
0.07;10080;61586;10018;8000.0;6;0;1;1
0.0;1789;1277;10018;8080.0;1;1;0;0
0.048;10080;52076;10018;8000.0;6;0;1;1
18.47;4739;56794;10018;22.0;26;1;1;1
0.0;10079;23;3328;17900.0;1;1;0;0
0.038;6871;61805;10018;22.0;2;1;0;0
0.05;10080;58365;10018;8000.0;6;0;1;1
0.072;10079;8000;10019;51697.0;7;0;1;1
15.474;10079;22;8;18894.0;5;1;0;0
0.052;10080;58999;10018;8000.0;6;0;1;1
9.293;10079;22;79;59251.0;19;1;1;1
0.0;10079;23;5647;42316.0;1;1;0;0
0.0;10079;19058;6699;37304.0;1;1;0;0
0.042;10079;8000;10019;55686.0;7;0;1;1
0.075;10079;8000;10019;58579.0;7;0;1;1
10.683;10079;22;28;58216.0;20;1;1;1
0.077;10080;53609;10018;8000.0;5;0;1;1
0.056;10080;64364;10018;8000.0;6;0;1;1
23.414;10079;22;4718;30942.0;25;1;1;1
0.105;10080;58601;10018;8000.0;6;0;1;1
10.655;10079;22;14;47150.0;19;1;1;1
0.065;10079;8000;10019;57663.0;7;0;1;1
1.353;10079;22;16;47594.0;10;1;1;1
0.065;10079;8000;10019;49504.0;7;0;1;1
7.031;10079;22;8382;52194.0;13;1;1;1
16.302;8324;35898;10018;22.0;19;1;1;1
13.39;9355;3286;10018;22.0;13;1;1;0
9.253;28;58339;10018;22.0;15;1;1;1
0.071;10080;53786;10018;8000.0;6;0;1;1
14.758;10079;22;9304;1782.0;18;1;1;0
0.0;10079;2323;6127;7334.0;1;1;0;0
131.202;10079;22;8;20238.0;10;1;1;1
0.053;10079;8000;10019;59872.0;7;0;1;1
0.045;10079;8000;10019;65172.0;7;0;1;1
8.732;10079;22;15;57009.0;19;1;1;1
120.827;8;10438;10018;22.0;4;1;1;1
0.0;10079;0;7912;3.3;1;1;0;0
132.872;10079;22;8;39494.0;9;1;1;1
0.092;10079;8000;10019;58698.0;7;0;1;1
21.43;10079;22;1137;3685.0;26;1;1;1
120.5;10079;22;8;59215.0;14;1;1;1
9.445;14;52657;10018;22.0;18;1;1;1
9.911;79;43346;10018;22.0;17;1;1;1
9.861;77;60745;10018;22.0;17;1;1;1
0.06;10079;8000;10019;60301.0;7;0;1;1
21.471;1137;13588;10018;22.0;24;1;1;1
13.949;3;2300;10018;22.0;15;1;1;0
9.636;79;40480;10018;22.0;17;1;1;1
0.053;10080;62056;10018;8000.0;6;0;1;1
0.057;10080;59855;10018;8000.0;6;0;1;1
121.937;8;29882;10018;22.0;5;1;0;1
11.401;11;13256;10018;22.0;15;1;1;1
0.0;10079;0;47;3.3;1;1;0;0
0.055;10079;8000;10019;58921.0;7;0;1;1
0.059;10080;54113;10018;8000.0;6;0;1;1
10.38;14;44053;10018;22.0;15;1;1;1
10.872;77;51628;10018;22.0;15;1;1;1
30.999;10079;22;5215;27158.0;6;1;0;0
0.95;7870;11891;10018;22.0;6;1;1;1
13.384;10079;22;11;41602.0;24;1;1;1
121.928;8;39526;10018;22.0;7;1;1;1
8.554;10079;22;77;49272.0;19;1;1;1
0.0;7241;16458;10018;23.0;1;1;0;0
9.647;10079;22;15;37477.0;19;1;1;1
10.731;10079;22;11;25548.0;21;1;1;1
20.548;10079;22;1137;60093.0;27;1;1;1
18.216;4739;41612;10018;22.0;24;1;1;1
0.055;10080;59241;10018;8000.0;6;0;1;1
0.0;10079;7547;3494;42931.0;1;1;0;0
15.162;10079;22;9481;27675.0;27;1;1;1
0.079;10079;8000;10019;58599.0;7;0;1;1
8.76;10079;22;28;42308.0;19;1;1;1
0.048;10080;54453;10018;8000.0;6;0;1;1
0.061;10080;51529;10018;8000.0;6;0;1;1
6.582;11;26075;10018;22.0;8;1;1;1
14.914;4104;40441;10018;22.0;17;1;1;1
19.069;1137;4636;10018;22.0;24;1;1;1
0.072;10079;8000;10019;57720.0;7;0;1;1
21.263;10079;22;1137;45566.0;29;1;1;1
0.061;10080;63586;10018;8000.0;6;0;1;1
0.0;8251;36516;10018;23.0;1;1;0;0
13.348;10079;22;3;4979.0;18;1;1;0
0.064;10079;8000;10019;55141.0;7;0;1;1
18.168;11;53074;10018;22.0;9;1;1;1
13.95;9355;2852;10018;22.0;14;1;1;0
0.0;10079;23;6291;4967.0;1;1;0;0
0.981;10079;22;7826;33300.0;5;1;1;1
121.837;8;10691;10018;22.0;6;1;0;1
11.181;28;46977;10018;22.0;17;1;1;1
5.539;11;19567;10018;22.0;7;1;1;1
0.057;10080;54450;10018;8000.0;6;0;1;1
0.058;10080;62283;10018;8000.0;6;0;1;1
9.848;10079;22;15;36881.0;19;1;1;1
96.354;9535;11237;10018;22.0;14;1;1;1
31.993;8;38210;10018;22.0;2;1;0;0
6.422;8;53843;10018;22.0;6;1;1;1
20.819;10079;22;4718;57446.0;26;1;1;1
0.0;8196;2375;10018;23.0;1;1;0;0
0.071;10079;8000;10019;61219.0;7;0;1;1
0.001;10079;46130;250;53.0;1;1;0;0
9.595;10079;22;28;45881.0;19;1;1;1
0.0;9263;30392;10018;23.0;1;1;0;0
0.067;10080;59856;10018;8000.0;6;0;1;1
12.115;10079;22;840;53790.0;19;1;1;1
0.0;10079;7001;9105;6000.0;1;1;0;0
8.736;10079;22;8;47878.0;8;1;1;0
0.0;10079;23;8935;25539.0;1;1;0;0
9.981;15;59802;10018;22.0;16;1;1;1
0.062;10079;8000;10019;56420.0;7;0;1;1
0.062;10079;8000;10019;63097.0;7;0;1;1
5.616;10079;22;5986;42649.0;11;1;1;1
0.055;10079;8000;10019;53485.0;7;0;1;1
0.052;10079;8000;10019;53211.0;7;0;1;1
18.0;1137;44955;10018;22.0;24;1;1;1
0.064;10079;8000;10019;58452.0;7;0;1;1
0.066;10079;8000;10019;56549.0;7;0;1;1
0.075;10079;8000;10019;51353.0;7;0;1;1
6.843;10079;22;5986;36403.0;14;1;1;1
8.432;10079;22;11;56466.0;19;1;1;1
0.0;5601;37917;10018;5358.0;1;1;0;0
11.863;11;19999;10018;22.0;16;1;1;1
0.068;10079;8000;10019;49717.0;7;0;1;1
120.9;8;19549;10018;22.0;4;1;0;0
0.098;10079;8000;10019;57499.0;7;0;1;1
12.619;10079;22;7;21632.0;10;1;1;0
0.046;10079;8000;10019;50465.0;7;0;1;1
9.89;10079;22;77;34245.0;19;1;1;1
0.075;10080;61787;10018;8000.0;6;0;1;1
7.463;8;53145;10018;22.0;2;1;0;0
0.0;7570;50689;10018;23.0;1;1;0;0
11.135;10079;22;11;20456.0;24;1;1;1
7.002;8;19520;10018;22.0;7;1;1;1
8.989;10079;22;15;58333.0;19;1;1;1
0.051;10079;8000;10019;59862.0;7;0;1;1
90.274;8;28108;10018;22.0;7;1;1;1
3.184;10079;22;33;57763.0;12;1;1;1
9.551;8;63523;10018;22.0;6;1;1;0
0.249;4979;44857;10018;22.0;2;1;0;0
16.144;10079;22;5986;34623.0;19;1;1;1
9.542;78;50053;10018;22.0;15;1;1;1
0.077;10079;8000;10019;62143.0;7;0;1;1
0.048;10079;3525;1484;53281.0;1;1;0;0
16.634;3855;40296;10018;22.0;19;1;1;1
0.05;10079;8000;3271;51627.0;1;1;0;0
0.057;10079;8000;10019;63294.0;7;0;1;1
30.998;10079;22;3395;30268.0;6;1;0;0
8.578;79;55344;10018;22.0;17;1;1;1
0.079;10080;61716;10018;8000.0;6;0;1;1
0.0;10079;25;1413;57250.0;1;1;0;0
0.08;10079;8000;10019;61154.0;7;0;1;1
0.0;10079;5901;1584;58522.0;1;1;0;0
0.051;10080;59480;10018;8000.0;6;0;1;1
0.052;10079;8000;10019;57132.0;7;0;1;1
0.052;10079;8000;10019;51734.0;7;0;1;1
12.125;28;39376;10018;22.0;19;1;1;1
20.546;1137;40119;10018;22.0;24;1;1;1
12.036;10079;22;9481;53558.0;23;1;1;1
0.0;7804;20778;10018;23.0;1;1;0;0
10.025;27;56178;10018;22.0;17;1;1;1
9.529;10079;22;15;51226.0;19;1;1;1
0.064;10079;8000;10019;57923.0;7;0;1;1
32.84;10079;22;4665;55047.0;35;1;1;1
0.07;10080;51473;10018;8000.0;6;0;1;1
0.057;10079;8000;10019;56810.0;7;0;1;1
0.053;10080;58349;10018;8000.0;6;0;1;1
0.053;10080;51241;10018;8000.0;6;0;1;1
18.438;10079;22;4718;12534.0;26;1;1;1
0.016;10079;38861;31;123.0;1;1;0;0
15.787;8;43878;10018;22.0;6;1;1;1
25.893;4708;26835;10018;22.0;25;1;1;1
0.065;10080;62324;10018;8000.0;6;0;1;1
0.0;10079;23;4353;25822.0;1;1;0;0
0.092;10079;8000;10019;59959.0;7;0;1;1
121.656;10079;22;8;60354.0;7;1;1;1
0.043;10080;52229;10018;8000.0;6;0;1;1
8.753;10079;22;27;44716.0;19;1;1;1
0.075;10080;57051;10018;8000.0;6;0;1;1
0.0;10079;23;9942;41951.0;1;1;0;0
16393.477;10080;49198;10018;8082.0;1133;0;1;0
0.0;5945;56800;10018;23.0;1;1;0;0
9.311;78;34969;10018;22.0;15;1;1;1
21.566;9355;2961;10018;22.0;16;1;1;0
18.59;10079;22;4718;58214.0;26;1;1;1
9.402;10079;22;11;35682.0;19;1;1;1
6.44;10079;22;8;29753.0;5;1;1;0
8.902;27;34593;10018;22.0;17;1;1;1
15.122;10079;22;9304;3563.0;18;1;1;0
18.211;10079;22;8447;2308.0;28;1;1;1
11.725;10079;22;28;52331.0;21;1;1;1
15.288;10079;22;4581;2642.0;18;1;1;0
0.0;9587;14954;10018;23.0;1;1;0;0
0.001;10079;5632;3050;40579.0;1;1;0;0
0.054;10080;51018;10018;8000.0;6;0;1;1
6.474;8;31220;10018;22.0;5;1;1;1
16.883;10079;22;4581;3264.0;21;1;1;0
0.0;4988;5126;10018;3390.0;1;1;0;0
0.116;10080;58858;10018;8000.0;6;0;1;1
7.782;10079;22;79;57911.0;19;1;1;1
0.068;10080;51953;10018;8000.0;6;0;1;1
11.67;10079;22;1137;62607.0;16;1;1;1
0.075;10079;8000;10019;60733.0;7;0;1;1
9.596;27;50949;10018;22.0;17;1;1;1
0.053;10080;49827;10018;8000.0;6;0;1;1
0.956;7870;28056;10018;22.0;6;1;1;1
0.084;10079;8000;10019;52550.0;7;0;1;1
19.6;4739;43470;10018;22.0;24;1;1;1
0.067;10079;8000;10019;51451.0;7;0;1;1
0.0;3349;52064;10018;23.0;1;1;0;0
9.938;77;50188;10018;22.0;15;1;1;1
0.069;10079;8000;10019;60213.0;7;0;1;1
18.447;10079;22;4718;4150.0;26;1;1;1
0.0;7607;47246;10018;23.0;1;1;0;0
18.497;1137;51479;10018;22.0;24;1;1;1
0.056;10079;8000;10019;56014.0;7;0;1;1
8.545;10079;22;14;40352.0;19;1;1;1
0.065;10079;8000;10019;60257.0;7;0;1;1
0.0;1097;34935;10018;3395.0;1;1;0;0
3.016;10079;445;8730;62883.0;2;1;0;0
0.088;10080;62823;10018;8000.0;6;0;1;1
19.102;4739;28996;10018;22.0;24;1;1;1
0.952;7870;50283;10018;22.0;6;1;1;1
0.076;10079;8000;10019;52061.0;7;0;1;1
18.378;10079;22;4718;47148.0;26;1;1;1
2.72;479;42308;10018;22.0;13;1;1;1
0.0;10079;23;5943;64040.0;1;1;0;0
0.0;552;18930;10018;23.0;1;1;0;0
10.075;16;33612;10018;22.0;15;1;1;1
16.689;1137;60034;10018;22.0;24;1;1;1
0.0;1673;5440;10018;5072.0;1;1;0;0
0.055;10080;57486;10018;8000.0;6;0;1;1
0.066;10080;57851;10018;8000.0;6;0;1;1
0.051;10080;60894;10018;8000.0;6;0;1;1
8.357;16;55264;10018;22.0;17;1;1;1
23.599;4739;28142;10018;22.0;27;1;1;1
0.0;10079;23;527;35038.0;1;1;0;0
1.294;1766;3066;10018;445.0;3;1;0;0
13.704;11;39411;10018;22.0;17;1;1;1
0.001;5130;32554;10018;23.0;1;1;0;0
120.826;8;46797;10018;22.0;5;1;1;0
9.399;10079;22;79;41348.0;19;1;1;1
0.141;10080;60331;10018;8000.0;6;0;1;1
0.0;1594;56438;10018;7547.0;1;1;0;0
0.051;10080;54436;10018;8000.0;6;0;1;1
0.056;10079;8000;10019;60735.0;7;0;1;1
0.057;10080;59123;10018;8000.0;6;0;1;1
0.001;10079;10976;442;54641.0;1;1;0;0
20.146;4739;63876;10018;22.0;28;1;1;1
19.305;10079;22;4718;1202.0;26;1;1;1
11.31;10079;22;78;44494.0;20;1;1;1
9.621;10079;22;11;38009.0;19;1;1;1
0.0;9089;13994;10018;23.0;1;1;0;0
8.784;10079;22;11;53331.0;19;1;1;1
0.073;10079;8000;10019;52383.0;7;0;1;1
19.597;1137;59559;10018;22.0;24;1;1;1
22.363;4739;47666;10018;22.0;24;1;1;1
9.694;17;49069;10018;22.0;15;1;1;1
9.461;10079;22;27;57103.0;19;1;1;1
7.878;10079;22;16;55027.0;19;1;1;1
9.462;10079;22;15;59023.0;20;1;1;1
8.516;8;38626;10018;22.0;5;1;1;1
20.795;4739;15260;10018;22.0;25;1;1;1
19.185;4708;62439;10018;22.0;26;1;1;1
0.081;10079;8000;10019;60940.0;7;0;1;1
0.0;10079;23;5834;4470.0;1;1;0;0
0.075;10079;8000;10019;62364.0;7;0;1;1
8.789;28;52260;10018;22.0;17;1;1;1
21.862;10079;22;14;57174.0;25;1;1;1
26.308;4739;3026;10018;22.0;27;1;1;1
23.749;10079;22;1137;55011.0;30;1;1;1
0.0;10079;5358;1834;62866.0;1;1;0;0
11.408;10079;22;77;53401.0;20;1;1;1
9.169;10079;22;27;50273.0;19;1;1;1
5.644;10079;22;11;26555.0;8;1;1;1
0.0;981;9040;10018;1701.0;1;1;0;0
0.078;10079;8000;10019;52623.0;7;0;1;1
21.042;10079;22;4718;24258.0;26;1;1;1
19.846;10079;22;4718;14378.0;26;1;1;1
0.078;10079;8000;10019;54437.0;7;0;1;1
0.001;3694;36573;10018;23.0;1;1;0;0
0.0;9724;4854;10018;23.0;1;1;0;0
5.895;8;49762;10018;22.0;6;1;1;1
0.359;4716;47399;10018;22.0;2;1;0;0
19.332;1137;19017;10018;22.0;24;1;1;1
20.361;10079;22;4687;13059.0;28;1;1;1
9.102;27;46491;10018;22.0;15;1;1;1
0.107;10080;65011;10018;8000.0;6;0;1;1
9.939;24;57782;10018;22.0;17;1;1;1
0.0;10079;111;2059;40024.0;1;1;0;0
8.799;27;49930;10018;22.0;17;1;1;1
0.054;10079;8000;10019;60871.0;7;0;1;1
120.421;10079;22;8;22192.0;13;1;1;1
0.0;10079;0;2295;3.3;1;1;0;0
0.933;10079;22;7826;16853.0;5;1;1;1
7.385;8;51346;10018;22.0;2;1;0;0
9.61;10079;22;24;47337.0;19;1;1;1
0.054;10079;8000;10019;63990.0;7;0;1;1
9.555;78;58703;10018;22.0;15;1;1;1
90.358;10079;22;8;21698.0;15;1;1;1
18.309;1137;50372;10018;22.0;24;1;1;1
0.074;10079;8000;10019;57401.0;7;0;1;1
20.404;1137;58636;10018;22.0;23;1;1;1
0.0;8653;51901;10018;23.0;1;1;0;0
9.754;10079;22;78;51136.0;19;1;1;1
32.198;10079;22;4687;19219.0;37;1;1;1
0.213;9368;13905;10018;22.0;2;1;0;0
321.78;10080;54935;10018;8000.0;12;0;1;1
10.597;28;37215;10018;22.0;17;1;1;1
0.0;985;6000;10018;3306.0;1;1;0;0
121.854;8;57226;10018;22.0;6;1;1;0
0.078;10079;8000;10019;54732.0;7;0;1;1
0.063;10080;58140;10018;8000.0;6;0;1;1
0.981;7870;24629;10018;22.0;6;1;1;1
0.059;10080;45884;10018;8000.0;8;0;1;1
0.0;4530;29734;10018;5358.0;1;1;0;0
0.049;10080;58675;10018;8000.0;8;0;1;1
0.0;4755;57675;10018;1755.0;1;1;0;0
0.05;10080;53420;10018;8000.0;6;0;1;1
0.016;10079;9389;109;53541.0;1;1;0;0
0.001;2080;44804;10018;465.0;1;1;0;0
0.056;10080;56977;10018;8000.0;6;0;1;1
0.049;10079;8000;10019;49385.0;7;0;1;1
9.744;24;43697;10018;22.0;14;1;1;1
0.0;10079;23;9931;32589.0;1;1;0;0
43.442;10079;22;936;17600.0;31;1;1;0
19.986;10079;22;4718;31808.0;27;1;1;1
0.0;10079;40420;4117;80.0;1;1;0;0
0.0;4054;35290;10018;1433.0;1;1;0;0
0.078;10079;8000;10019;55665.0;7;0;1;1
15.358;10079;22;11;12633.0;27;1;1;1
0.05;10080;62014;10018;8000.0;6;0;1;1
0.055;10079;8000;10019;60702.0;7;0;1;1
11.091;78;58185;10018;22.0;17;1;1;1
0.001;442;35283;10018;61589.0;1;1;0;0
0.075;10079;8000;10019;59522.0;7;0;1;1
120.489;8;16091;10018;22.0;6;1;1;1
1.346;10080;50972;10018;8000.0;6;0;1;1
0.0;47;5095;10018;5060.0;1;1;0;0
11.794;10079;22;79;43733.0;18;1;1;1
9.556;24;60150;10018;22.0;17;1;1;1
9.345;10079;22;15;55830.0;19;1;1;1
0.082;10080;65269;10018;8000.0;6;0;1;1
9.668;10079;22;8;25706.0;10;1;1;1
3.297;479;50234;10018;22.0;14;1;1;1
18.12;1137;15932;10018;22.0;24;1;1;1
11.131;10079;22;8;52534.0;11;1;1;0
30.996;10079;22;5716;8155.0;6;1;0;0
0.058;10079;8000;10019;63532.0;7;0;1;1
0.068;10080;65332;10018;8000.0;6;0;1;1
0.061;10080;63126;10018;8000.0;6;0;1;1
0.0;8311;5609;10018;5060.0;1;1;0;0
0.061;10080;53558;10018;8000.0;6;0;1;1
0.054;10079;8000;10019;64211.0;7;0;1;1
138.321;10079;22;8;50356.0;11;1;1;1
14.116;10079;22;4581;3335.0;18;1;1;0
0.0;10079;23;7667;14121.0;1;1;0;0
10.174;11;40549;10018;22.0;18;1;1;1
0.105;10080;49691;10018;8000.0;6;0;1;1
0.0;10079;23;9341;21008.0;1;1;0;0
10.262;11;63604;10018;22.0;15;1;1;1
85.717;8;29946;10018;22.0;4;1;1;1
0.0;932;29523;10018;2222.0;1;1;0;0
9.265;11;29756;10018;22.0;15;1;1;1
10.18;840;33685;10018;22.0;15;1;1;1
0.094;10080;58207;10018;8000.0;6;0;1;1
0.048;10080;62092;10018;8000.0;6;0;1;1
10.138;10079;22;5986;32810.0;15;1;1;1
222.799;10079;22;8;16709.0;14;1;1;1
122.247;10079;22;8;50546.0;8;1;1;1
8.76;28;42308;10018;22.0;15;1;1;1
9.516;79;50415;10018;22.0;17;1;1;1
0.933;7870;17007;10018;22.0;6;1;1;1
4.055;7611;59504;10018;22.0;12;1;1;1
0.051;10079;8000;10019;57629.0;7;0;1;1
0.0;10079;0;5083;3.3;1;1;0;0
0.082;10079;8000;10019;58075.0;7;0;1;1
19.546;10079;22;4718;45040.0;26;1;1;1
0.052;10080;56471;10018;8000.0;6;0;1;1
10.154;10079;22;16;36389.0;20;1;1;1
