Duration;Src IP Addr;Src Pt;Dst IP Addr;Dst Pt;Packets;class;P;F
6.439;10079;22;8;19809.0;9;1;1;0
9.607;79;51442;10018;22.0;22;1;1;1
9.525;15;32780;10018;22.0;17;1;1;1
0.066;10079;8000;10019;55811.0;7;0;1;1
0.0;10079;0;134;3.3;1;1;0;0
9.332;10079;22;16;58311.0;19;1;1;1
11.859;10079;22;79;40253.0;19;1;1;1
0.08;10080;63757;10018;8000.0;6;0;1;1
0.083;10080;64488;10018;8000.0;6;0;1;1
14.172;10079;22;9481;58809.0;23;1;1;1
0.045;10079;8000;10019;65066.0;7;0;1;1
12.579;10079;22;27;50046.0;20;1;1;1
18.823;10079;22;1137;7195.0;26;1;1;1
0.0;10079;5358;6520;12390.0;1;1;0;0
120.933;10079;22;8;42572.0;7;1;1;1
13.426;10079;22;840;36626.0;20;1;1;1
19.217;4739;59920;10018;22.0;24;1;1;1
9.449;78;51699;10018;22.0;17;1;1;1
0.08;10080;53734;10018;8000.0;6;0;1;1
0.0;10079;5900;423;47892.0;1;1;0;0
8.922;10079;22;28;49775.0;19;1;1;1
0.054;10079;8000;10019;52892.0;7;0;1;1
8.403;10079;22;8;47769.0;6;1;1;0
17.063;23;46679;10018;22.0;17;1;1;1
121.909;8;57930;10018;22.0;8;1;1;1
10.841;17;35876;10018;22.0;20;1;1;1
0.062;10080;51595;10018;8000.0;6;0;1;1
0.0;1656;2775;10018;23.0;1;1;0;0
0.057;10079;8000;10019;63660.0;7;0;1;1
10.136;10079;22;15;56616.0;19;1;1;1
8.886;10079;22;15;49909.0;19;1;1;1
145.733;10079;22;8;35037.0;11;1;1;1
139.03;8;64947;10018;22.0;6;1;1;0
2.756;630;39050;10018;22.0;12;1;1;1
0.066;10079;8000;10019;54318.0;7;0;1;1
120.958;8;34317;10018;22.0;4;1;1;0
0.051;10079;8000;10019;59789.0;7;0;1;1
0.123;10079;8000;10019;61046.0;7;0;1;1
0.06;10080;57904;10018;8000.0;6;0;1;1
0.057;10079;8000;10019;61957.0;7;0;1;1
9.075;10079;22;79;38433.0;20;1;1;1
0.074;10079;8000;10019;64417.0;7;0;1;1
10.02;78;40100;10018;22.0;19;1;1;1
16.237;10079;22;9481;61457.0;26;1;1;1
14.868;9355;1984;10018;22.0;13;1;1;0
0.0;10079;5358;6529;11253.0;1;1;0;0
0.052;10080;60181;10018;8000.0;6;0;1;1
10.873;10079;22;11;40264.0;20;1;1;1
13.562;10079;22;11;18099.0;25;1;1;1
2.385;10079;22;631;52557.0;14;1;1;1
0.063;10079;8000;10019;58479.0;7;0;1;1
0.0;10079;5358;3036;58687.0;1;1;0;0
0.058;10080;54322;10018;8000.0;6;0;1;1
24.974;10079;22;4718;23032.0;26;1;1;1
8.72;11;42862;10018;22.0;16;1;1;1
0.077;10079;8000;10019;57336.0;7;0;1;1
0.0;10079;5358;4162;28918.0;1;1;0;0
120.486;8;19837;10018;22.0;2;1;1;0
12.419;10079;22;27;54988.0;22;1;1;1
0.057;10079;8000;10019;58312.0;7;0;1;1
4.86;10079;22;8666;34918.0;26;1;1;1
10.116;10079;22;79;43318.0;19;1;1;1
0.099;10080;56727;10018;8000.0;6;0;1;1
0.058;10079;8000;10019;59908.0;7;0;1;1
14.414;10079;22;27;41296.0;25;1;1;1
10.316;10079;22;15;39818.0;19;1;1;1
0.056;10080;52376;10018;8000.0;6;0;1;1
11.017;17;34932;10018;22.0;17;1;1;1
10.363;10079;22;17;48793.0;19;1;1;1
23.109;4739;42680;10018;22.0;26;1;1;1
0.037;10079;3441;80;58953.0;1;1;0;0
0.059;10080;60858;10018;8000.0;6;0;1;1
0.0;10079;5358;6761;5855.0;1;1;0;0
0.284;1138;49374;10018;22.0;2;1;0;0
22.773;10079;22;4719;28802.0;27;1;1;1
22.362;10079;22;4687;50977.0;31;1;1;1
9.028;28;56788;10018;22.0;15;1;1;1
5.562;11;42352;10018;22.0;7;1;1;1
14.217;10079;22;11;38039.0;25;1;1;1
20.265;4739;32258;10018;22.0;27;1;1;1
0.0;10079;7547;8261;36013.0;1;1;0;0
60.691;10079;22;8;41888.0;11;1;1;0
0.083;10079;8000;10019;65350.0;7;0;1;1
0.047;10080;55157;10018;8000.0;6;0;1;1
0.072;10080;54029;10018;8000.0;6;0;1;1
0.081;10080;52167;10018;8000.0;6;0;1;1
17.655;1137;25996;10018;22.0;24;1;1;1
0.072;10080;55603;10018;8000.0;6;0;1;1
17.268;4740;33614;10018;22.0;24;1;1;1
0.047;10079;8000;10019;65085.0;7;0;1;1
39.446;33;52902;10018;22.0;14;1;0;0
21.425;10079;22;4687;41349.0;27;1;1;1
0.061;10080;63284;10018;8000.0;6;0;1;1
0.057;10079;8000;10019;54157.0;7;0;1;1
19.87;10079;22;4718;9508.0;26;1;1;1
0.056;10079;8000;10019;50041.0;7;0;1;1
0.049;10080;55138;10018;8000.0;6;0;1;1
0.0;10079;7547;7246;29690.0;1;1;0;0
10.622;78;42038;10018;22.0;18;1;1;1
0.05;10079;8000;10019;52896.0;7;0;1;1
0.06;10079;8000;10019;64820.0;7;0;1;1
18.761;4739;36120;10018;22.0;24;1;1;1
8.631;10079;22;11;57545.0;19;1;1;1
0.062;10080;53721;10018;8000.0;6;0;1;1
120.942;10079;22;8;28440.0;10;1;1;1
0.0;2567;34635;10018;23.0;1;1;0;0
19.74;10079;22;1137;45665.0;26;1;1;1
20.31;1137;58407;10018;22.0;24;1;1;1
9.722;10079;22;27;34703.0;19;1;1;1
0.078;10079;8000;10019;58087.0;7;0;1;1
9.714;27;39369;10018;22.0;20;1;1;1
0.081;10080;55257;10018;8000.0;6;0;1;1
9.884;77;57604;10018;22.0;17;1;1;1
0.0;6054;6488;10018;23.0;1;1;0;0
9.671;10079;22;28;46025.0;19;1;1;1
0.09;10079;8000;10019;61504.0;7;0;1;1
0.0;9190;59497;10018;23.0;1;1;0;0
21.534;4739;7116;10018;22.0;26;1;1;1
18.454;4739;62240;10018;22.0;24;1;1;1
0.069;10079;8000;10019;57259.0;7;0;1;1
2.016;996;57255;10018;0.0;2;1;0;0
120.946;8;59068;10018;22.0;5;1;1;1
21.189;10079;22;1137;43484.0;26;1;1;1
0.049;10080;57713;10018;8000.0;6;0;1;1
9.907;17;52335;10018;22.0;17;1;1;1
8.529;27;41831;10018;22.0;19;1;1;1
19.544;4708;24727;10018;22.0;24;1;1;1
1.121;10079;8000;10019;57540.0;7;0;1;1
0.0;10079;23;6164;52451.0;1;1;0;0
123.911;8;42974;10018;22.0;5;1;0;1
0.067;10080;50330;10018;8000.0;6;0;1;1
0.0;10079;23;5527;7738.0;1;1;0;0
0.066;10080;63440;10018;8000.0;6;0;1;1
9.261;10079;22;15;52527.0;19;1;1;1
0.063;10080;60072;10018;8000.0;6;0;1;1
10.182;11;60461;10018;22.0;15;1;1;1
9.666;10079;22;79;40524.0;19;1;1;1
9.728;10079;22;16;50487.0;19;1;1;1
22.034;4739;44292;10018;22.0;26;1;1;1
0.067;10079;8000;10019;51884.0;7;0;1;1
0.0;10079;5358;8522;35380.0;1;1;0;0
0.0;8966;0;10018;8.0;1;1;0;0
12.592;11;28640;10018;22.0;16;1;1;1
21.556;4739;16720;10018;22.0;28;1;1;1
9.712;10079;22;14;36240.0;20;1;1;1
0.049;10080;62904;10018;8000.0;6;0;1;1
21.333;10079;22;4687;39923.0;27;1;1;1
8.913;10079;22;11;38055.0;19;1;1;1
0.0;10079;8849;2988;8085.0;1;1;0;0
0.068;10079;8000;10019;54700.0;7;0;1;1
18.118;4708;61406;10018;22.0;26;1;1;1
30.999;8;48539;10018;22.0;1;1;0;0
71.739;10079;22;8;10318.0;14;1;1;1
0.95;7870;14858;10018;22.0;6;1;1;1
13.157;10079;22;3;1434.0;18;1;1;0
15.478;3;4278;10018;22.0;16;1;1;0
0.067;10080;49369;10018;8000.0;6;0;1;1
0.052;10079;8000;10019;52113.0;7;0;1;1
128.228;8;58773;10018;22.0;6;1;0;1
21.445;4739;31620;10018;22.0;28;1;1;1
24.577;10079;22;8;34954.0;10;1;1;0
0.961;7870;49695;10018;22.0;6;1;1;1
6.096;10079;22;8;14857.0;6;1;1;0
0.0;2804;54200;10018;1900.0;1;1;0;0
0.056;10080;59232;10018;8000.0;5;0;1;1
0.052;10080;55922;10018;8000.0;6;0;1;1
0.05;10079;8000;10019;60243.0;7;0;1;1
0.0;71;31331;10018;5358.0;1;1;0;0
0.0;9222;55332;10018;23.0;1;1;0;0
0.125;10079;8000;10019;40968.0;13;0;1;1
0.059;10080;64655;10018;8000.0;6;0;1;1
9.732;10079;22;17;51361.0;19;1;1;1
0.056;10079;8000;10019;49236.0;7;0;1;1
19.373;10079;22;4718;25740.0;26;1;1;1
0.063;10080;63748;10018;8000.0;6;0;1;1
0.0;10079;2222;76;54250.0;1;1;0;0
0.979;7870;23349;10018;22.0;6;1;1;1
5.607;10079;22;11;15953.0;8;1;1;1
30.999;10079;22;6488;5846.0;6;1;0;0
16.344;10079;22;79;39165.0;12;1;1;1
9.223;16;53995;10018;22.0;15;1;1;1
21.96;10079;22;1137;45699.0;29;1;1;1
0.0;10079;2222;681;40082.0;1;1;0;0
8.432;10079;22;8;48400.0;7;1;1;0
23.394;10079;22;4687;65078.0;29;1;1;1
0.071;10079;8000;10019;56978.0;7;0;1;1
0.068;10080;49333;10018;8000.0;6;0;1;1
0.358;8076;25688;10018;22.0;2;1;0;0
16.745;3;4287;10018;22.0;18;1;1;0
18.592;1137;9003;10018;22.0;24;1;1;1
19.338;10079;22;8447;40180.0;26;1;1;1
0.051;10079;8000;10019;64900.0;7;0;1;1
16.931;10079;22;4718;8726.0;26;1;1;1
16.82;3;2899;10018;22.0;17;1;1;0
3.923;10079;22;7571;43658.0;13;1;1;1
9.191;10079;22;17;60036.0;19;1;1;1
0.016;31;123;10018;34672.0;1;1;0;0
19.71;10079;22;1137;8804.0;26;1;1;1
10.045;17;38905;10018;22.0;17;1;1;1
1.031;4545;2886;10018;445.0;3;1;0;0
123.256;8;25925;10018;22.0;6;1;1;1
0.07;10079;8000;10019;50327.0;7;0;1;1
0.069;10079;8000;10019;59843.0;7;0;1;1
0.059;10079;8000;10019;50528.0;7;0;1;1
20.118;10079;22;1137;19987.0;26;1;1;1
120.938;10079;22;8;64510.0;11;1;1;1
0.056;10080;62961;10018;8000.0;6;0;1;1
0.047;10079;8000;10019;57365.0;7;0;1;1
9.312;77;58096;10018;22.0;17;1;1;1
0.018;1490;56190;10018;22.0;2;1;0;0
4.736;10079;22;2124;29304.0;13;1;1;1
26.731;10079;22;4718;37068.0;30;1;1;1
0.047;10079;8000;10019;58160.0;7;0;1;1
0.065;10080;55484;10018;8000.0;6;0;1;1
22.308;10079;22;8087;23561.0;9;1;1;1
30.997;8;62639;10018;22.0;1;1;0;0
10.355;8;22853;10018;22.0;4;1;0;0
3.536;33;64844;10018;22.0;14;1;0;0
9.807;11;12870;10018;22.0;17;1;1;1
0.045;10080;62440;10018;8000.0;6;0;1;1
10.893;4441;52100;10018;22.0;6;1;1;1
0.054;10079;8000;10019;64371.0;7;0;1;1
0.098;10079;8000;10019;63619.0;7;0;1;1
5.554;10079;22;11;29157.0;8;1;1;1
0.116;107;59253;10018;3773.0;2;1;0;0
0.0;8906;52122;10018;23.0;1;1;0;0
22.217;10079;22;4687;44829.0;28;1;1;1
0.0;1274;443;10018;28057.0;1;1;0;0
9.464;16;33933;10018;22.0;17;1;1;1
215.524;8;45623;10018;22.0;8;1;1;1
0.055;10080;61229;10018;8000.0;6;0;1;1
0.084;10079;8000;10019;65441.0;7;0;1;1
20.605;1137;47156;10018;22.0;24;1;1;1
5.106;10079;8000;2305;60213.0;3;1;0;1
121.797;8;18463;10018;22.0;5;1;1;0
0.084;10079;8000;10019;58353.0;7;0;1;1
0.056;10080;57726;10018;8000.0;6;0;1;1
0.043;10079;8000;10019;51971.0;7;0;1;1
85.527;10079;22;8;23938.0;13;1;1;1
12.853;3;4108;10018;22.0;13;1;1;0
0.191;8860;58832;10018;22.0;2;1;0;0
5.549;11;32424;10018;22.0;7;1;1;1
0.111;10080;63585;10018;8000.0;6;0;1;1
0.057;10079;8000;10019;60466.0;7;0;1;1
6.458;8;35169;10018;22.0;4;1;1;1
14.366;10079;22;11;45718.0;26;1;1;1
1.595;1580;64983;10018;445.0;3;1;0;0
0.0;10079;23;997;37269.0;1;1;0;0
0.015;31;123;10018;50926.0;1;1;0;0
0.06;10080;56736;10018;8000.0;6;0;1;1
19.788;1137;18281;10018;22.0;26;1;1;1
5.432;10079;22;7;13759.0;7;1;1;0
6.41;8;49527;10018;22.0;8;1;1;1
0.072;10080;49815;10018;8000.0;6;0;1;1
120.925;8;40614;10018;22.0;8;1;1;1
2.895;478;51773;10018;22.0;14;1;1;1
0.046;10079;8000;10019;59051.0;7;0;1;1
19.796;10079;22;4718;20022.0;26;1;1;1
0.078;10080;60397;10018;8000.0;6;0;1;1
9.507;10079;22;15;45459.0;19;1;1;1
0.074;10080;49432;10018;8000.0;6;0;1;1
0.0;8320;35571;10018;7547.0;1;1;0;0
120.476;10079;22;8;60894.0;13;1;1;1
9.309;78;45142;10018;22.0;17;1;1;1
71.785;10079;22;11;16455.0;15;1;1;1
20.139;1137;19007;10018;22.0;24;1;1;1
10.14;23;52429;10018;22.0;17;1;1;1
0.012;10079;3392;436;46138.0;1;1;0;0
0.0;10079;23;7762;20778.0;1;1;0;0
0.0;10079;7547;4990;43461.0;1;1;0;0
7.404;8;17044;10018;22.0;2;1;0;0
120.798;8;47515;10018;22.0;5;1;1;1
0.0;5597;21436;10018;23.0;1;1;0;0
0.053;10079;8000;10019;50713.0;7;0;1;1
0.047;10080;59239;10018;8000.0;6;0;1;1
22.133;10079;22;4718;43352.0;26;1;1;1
0.102;10079;8000;10019;50449.0;7;0;1;1
0.055;10079;8000;10019;58961.0;7;0;1;1
0.077;10079;8000;10019;65383.0;7;0;1;1
0.05;10080;59841;10018;8000.0;6;0;1;1
19.473;10079;22;4719;56634.0;26;1;1;1
1.292;10079;8000;10019;64231.0;7;0;1;1
0.069;10079;8000;10019;58138.0;7;0;1;1
0.0;10079;5351;3054;33430.0;1;1;0;0
19.053;4740;45582;10018;22.0;24;1;1;1
18.514;4708;31806;10018;22.0;24;1;1;1
10.022;10079;22;79;44952.0;20;1;1;1
14.503;6300;3690;10018;22.0;18;1;1;1
0.0;10079;23;7283;37707.0;1;1;0;0
0.042;10080;53552;10018;8000.0;6;0;1;1
19.168;4739;2312;10018;22.0;26;1;1;1
0.118;10080;54658;10018;8000.0;6;0;1;1
8.635;11;46540;10018;22.0;15;1;1;1
0.0;10079;23;87;19782.0;1;1;0;0
0.047;10079;8000;10019;64873.0;7;0;1;1
0.0;10079;23;2987;15797.0;1;1;0;0
32.003;10079;22;8;52489.0;7;1;0;0
0.09;10080;49516;10018;8000.0;6;0;1;1
10.19;27;44471;10018;22.0;15;1;1;1
0.076;10079;8000;10019;59606.0;7;0;1;1
0.0;10079;5358;5753;53706.0;1;1;0;0
23.543;8;61976;10018;22.0;6;1;1;1
0.001;9048;53578;10018;23.0;1;1;0;0
10.228;27;50731;10018;22.0;15;1;1;1
6.406;8;38819;10018;22.0;7;1;1;1
7.466;8;19833;10018;22.0;8;1;1;1
0.063;10080;55101;10018;8000.0;6;0;1;1
0.336;10079;22;9482;25814.0;1;1;0;0
0.077;10079;8000;10019;64406.0;7;0;1;1
0.059;10080;51920;10018;8000.0;6;0;1;1
0.0;6922;13818;10018;23.0;1;1;0;0
13.767;8;55212;10018;22.0;7;1;1;1
71.191;11;28230;10018;22.0;9;1;1;1
0.0;10079;23;8557;7334.0;1;1;0;0
0.096;10080;60950;10018;8000.0;6;0;1;1
0.0;10079;5358;2893;58198.0;1;1;0;0
0.051;10079;8000;10019;61310.0;7;0;1;1
20.451;4708;43140;10018;22.0;25;1;1;1
19.523;10079;22;4718;47266.0;26;1;1;1
9.319;15;41948;10018;22.0;15;1;1;1
13.863;10079;22;9304;3253.0;18;1;1;0
7.445;10079;22;8;54108.0;7;1;1;0
0.063;10079;8000;10019;52406.0;7;0;1;1
1.58;10079;445;1576;2178.0;3;1;0;0
30.998;655;45519;10018;22.0;1;1;0;0
0.076;10080;54525;10018;8000.0;6;0;1;1
47.007;10079;22;8;60114.0;6;1;1;1
9.696;11;55897;10018;22.0;19;1;1;1
0.026;436;46138;10018;3388.0;2;1;0;0
20.553;4708;57610;10018;22.0;24;1;1;1
0.0;749;28440;10018;23.0;1;1;0;0
9.141;10079;22;78;41293.0;19;1;1;1
5.589;479;41378;10018;22.0;15;1;1;1
1.012;10079;22;7826;40895.0;5;1;1;1
16.109;4602;2513;10018;22.0;18;1;1;0
17.648;10079;22;4719;2068.0;26;1;1;1
0.0;10079;23;3683;36511.0;1;1;0;0
0.045;10079;8000;10019;60199.0;7;0;1;1
0.057;10080;58922;10018;8000.0;6;0;1;1
0.993;7870;41996;10018;22.0;6;1;1;1
6.473;10079;22;8;58831.0;6;1;1;0
0.0;10079;8888;1074;57945.0;1;1;0;0
0.0;10079;5903;1383;48608.0;1;1;0;0
81.031;8;34025;10018;22.0;8;1;1;1
0.057;10080;55384;10018;8000.0;6;0;1;1
8.792;10079;22;79;35750.0;20;1;1;1
0.036;10080;62542;10018;8000.0;6;0;1;1
9.309;10079;22;17;47456.0;19;1;1;1
5.935;10079;22;8;55139.0;7;1;1;0
0.082;10079;8000;10019;64231.0;7;0;1;1
9.092;10079;22;79;42032.0;19;1;1;1
13.35;10079;22;3;1160.0;18;1;1;0
11.637;478;45406;10018;22.0;17;1;1;1
9.238;10079;22;16;46231.0;19;1;1;1
0.048;10080;59557;10018;8000.0;6;0;1;1
7.12;479;58677;10018;22.0;18;1;1;1
88.358;10079;22;8;28593.0;10;1;1;1
0.0;10079;23;8805;57741.0;1;1;0;0
10.633;840;49240;10018;22.0;15;1;1;1
0.0;10079;23;1469;3650.0;1;1;0;0
121.952;8;35791;10018;22.0;6;1;1;1
21.998;10079;22;4719;25224.0;29;1;1;1
0.046;10080;61805;10018;8000.0;6;0;1;1
0.0;10079;23;3798;24623.0;1;1;0;0
0.089;10079;8000;10019;50842.0;7;0;1;1
21.629;10079;22;1137;45852.0;26;1;1;1
31.032;10079;22;8;19722.0;7;1;0;0
9.541;10079;22;11;33707.0;21;1;1;1
0.056;10079;8000;10019;63076.0;7;0;1;1
0.0;1709;33496;10018;23.0;1;1;0;0
46.859;10079;22;4581;1693.0;13;1;1;0
9.223;11;28811;10018;22.0;14;1;1;1
10.667;10079;22;79;55611.0;19;1;1;1
0.053;10079;8000;10019;62115.0;7;0;1;1
0.052;10080;54613;10018;8000.0;6;0;1;1
10.022;10079;22;11;39978.0;20;1;1;1
0.0;10079;23;5297;25718.0;1;1;0;0
0.0;6794;34801;10018;23.0;1;1;0;0
6.865;10079;22;8;60977.0;8;1;1;0
0.071;10080;50984;10018;8000.0;6;0;1;1
9.236;11;20220;10018;22.0;15;1;1;1
0.05;10079;8000;10019;63658.0;7;0;1;1
122.825;10079;22;8;27678.0;8;1;1;1
0.0;10079;7547;8402;3119.0;1;1;0;0
0.96;10079;22;7826;11535.0;5;1;1;1
1.205;7692;49783;10018;3391.0;2;1;0;0
0.0;10079;79;386;51944.0;1;1;0;0
0.084;38;58575;10018;22.0;7;1;1;1
10.137;14;46929;10018;22.0;18;1;1;1
0.055;10079;8000;10019;62855.0;7;0;1;1
0.076;10080;52453;10018;8000.0;6;0;1;1
0.091;10079;8000;10019;60105.0;7;0;1;1
0.073;10079;8000;10019;62364.0;7;0;1;1
0.0;10079;0;9199;3.3;1;1;0;0
9.335;10079;22;15;35546.0;20;1;1;1
9.752;10079;22;16;60045.0;19;1;1;1
0.071;10079;8000;10019;51789.0;7;0;1;1
0.0;4915;34337;10018;5358.0;1;1;0;0
0.0;10079;8888;3833;18282.0;1;1;0;0
18.185;9399;36315;10018;22.0;15;1;1;1
7.806;77;60598;10018;22.0;15;1;1;1
0.98;7870;16265;10018;22.0;6;1;1;1
17.396;9535;21636;10018;22.0;19;1;1;1
19.506;1137;34532;10018;22.0;24;1;1;1
0.0;10079;45454;4980;7777.0;1;1;0;0
19.516;8;33781;10018;22.0;6;1;1;1
10.542;78;56488;10018;22.0;15;1;1;1
3.159;631;43479;10018;22.0;12;1;1;1
0.0;8255;4695;10018;23.0;1;1;0;0
0.0;10079;1434;1385;57510.0;1;1;0;0
0.0;10079;23;2846;58979.0;1;1;0;0
0.065;10080;59124;10018;8000.0;6;0;1;1
10.362;10079;22;79;46672.0;19;1;1;1
0.044;10080;50807;10018;8000.0;6;0;1;1
0.057;10080;62925;10018;8000.0;6;0;1;1
10.359;10079;22;9481;46019.0;14;1;1;0
9.512;15;42255;10018;22.0;17;1;1;1
19.248;10079;22;4718;15834.0;26;1;1;1
0.279;10079;22;5692;55151.0;1;1;0;0
0.0;2436;62662;10018;23.0;1;1;0;0
19.424;10079;22;1137;22190.0;26;1;1;1
0.053;10079;8000;10019;57553.0;7;0;1;1
21.961;4739;56016;10018;22.0;29;1;1;1
9.568;79;34464;10018;22.0;17;1;1;1
0.017;31;123;10018;49643.0;1;1;0;0
0.001;250;53;10018;50913.0;1;1;0;0
59.962;10080;64401;10018;8000.0;6;0;1;1
7.463;8;45629;10018;22.0;2;1;0;0
0.0;10079;23;9725;53785.0;1;1;0;0
7.889;8;17311;10018;22.0;7;1;1;1
1.048;10080;60275;10018;8000.0;6;0;1;1
18.401;10079;22;1137;5476.0;26;1;1;1
0.072;10080;50585;10018;8000.0;6;0;1;1
0.082;10079;8000;10019;64574.0;7;0;1;1
0.066;10079;8000;10019;59667.0;7;0;1;1
25.225;10079;22;4687;13127.0;31;1;1;1
9.267;10079;22;16;49167.0;20;1;1;1
0.016;31;123;10018;37978.0;1;1;0;0
5.48;8;13283;10018;22.0;5;1;1;1
0.09;10080;65525;10018;8000.0;6;0;1;1
0.931;10079;22;7826;45347.0;5;1;1;1
0.001;10079;88;4310;8504.0;1;1;0;0
0.0;3511;42931;10018;7547.0;1;1;0;0
10.592;17;53033;10018;22.0;17;1;1;1
0.075;10079;8000;10019;49479.0;7;0;1;1
0.0;10079;3389;4979;11666.0;1;1;0;0
17.785;10079;22;1137;23695.0;26;1;1;1
0.0;10079;5358;3820;44576.0;1;1;0;0
5.806;10079;22;11;37115.0;6;1;1;1
0.068;10080;58206;10018;8000.0;6;0;1;1
0.056;10080;60428;10018;8000.0;6;0;1;1
9.551;77;45486;10018;22.0;17;1;1;1
0.052;10080;57050;10018;8000.0;5;0;1;1
8.846;10079;22;17;37485.0;19;1;1;1
3.084;9803;15069;10018;23.0;2;1;0;0
0.074;10080;55395;10018;8000.0;6;0;1;1
10.052;28;53385;10018;22.0;17;1;1;1
13.295;11;18320;10018;22.0;19;1;1;1
19.774;4740;7604;10018;22.0;24;1;1;1
19.615;8493;51173;10018;22.0;26;1;1;1
