Duration;Src IP Addr;Src Pt;Dst IP Addr;Dst Pt;Packets;class;P;F
0.063;10079;8000;10019;58173.0;7;0;1;1
0.099;10079;8000;10019;51731.0;7;0;1;1
17.436;8;14985;10018;22.0;3;1;0;0
30.997;8;46564;10018;22.0;1;1;0;0
30.996;10079;22;6251;29967.0;6;1;0;0
10.721;78;37733;10018;22.0;16;1;1;1
0.056;10080;62054;10018;8000.0;6;0;1;1
0.088;10080;63301;10018;8000.0;6;0;1;1
0.965;7870;10715;10018;22.0;6;1;1;1
0.0;5324;25718;10018;23.0;1;1;0;0
0.078;10079;8000;10019;58357.0;7;0;1;1
0.078;10079;8000;10019;51098.0;7;0;1;1
0.0;694;38602;10018;23.0;1;1;0;0
21.165;4739;51874;10018;22.0;26;1;1;1
120.917;10079;22;8;37632.0;7;1;1;1
0.045;10080;54236;10018;8000.0;6;0;1;1
9.231;15;38045;10018;22.0;17;1;1;1
10.2;10079;22;24;57897.0;19;1;1;1
0.051;10079;8000;10019;52966.0;7;0;1;1
0.081;10080;53039;10018;8000.0;6;0;1;1
0.046;10079;8000;10019;63611.0;7;0;1;1
8.948;11;36927;10018;22.0;18;1;1;1
0.065;10079;8000;10019;61697.0;7;0;1;1
0.0;10079;0;228;3.3;1;1;0;0
23.355;10079;22;4718;1544.0;26;1;1;1
0.047;10079;8000;10019;51376.0;7;0;1;1
7.127;8;18264;10018;22.0;5;1;1;0
0.0;7084;48397;10018;5358.0;1;1;0;0
9.211;16;43730;10018;22.0;17;1;1;1
0.074;10080;51019;10018;8000.0;6;0;1;1
0.0;10079;23;7720;59103.0;1;1;0;0
5.937;8;60972;10018;22.0;7;1;1;1
25.123;4739;60408;10018;22.0;27;1;1;0
11.913;10079;22;8;32981.0;8;1;1;1
0.048;10080;52835;10018;8000.0;6;0;1;1
120.93;8;62270;10018;22.0;5;1;0;1
6.982;10079;22;5743;24384.0;12;1;1;1
7.475;10079;22;8;36482.0;5;1;0;0
0.1;10080;51701;10018;8000.0;6;0;1;1
0.982;10079;22;7826;19591.0;5;1;1;1
0.07;10080;52221;10018;8000.0;6;0;1;1
26.747;4708;61528;10018;22.0;31;1;1;1
0.0;10079;23;9228;53269.0;1;1;0;0
9.879;23;39716;10018;22.0;17;1;1;1
0.103;10080;64646;10018;8000.0;6;0;1;1
11.438;11;61321;10018;22.0;19;1;1;1
10.983;11;33989;10018;22.0;15;1;1;1
0.0;233;5124;10018;5060.0;1;1;0;0
9.212;10079;22;11;33008.0;20;1;1;1
0.052;10079;3522;1484;53281.0;1;1;0;0
0.0;7077;41140;10018;23.0;1;1;0;0
0.066;10079;8000;10019;60809.0;7;0;1;1
0.065;10080;61048;10018;8000.0;6;0;1;1
0.0;10079;7547;1753;23582.0;1;1;0;0
73.696;11;53719;10018;22.0;7;1;1;1
1.071;10080;62189;10018;8000.0;6;0;1;1
0.051;10080;56298;10018;8000.0;6;0;1;1
0.0;10079;5358;8689;21733.0;1;1;0;0
0.0;546;34845;10018;8080.0;1;1;0;0
0.0;10079;23;3960;43007.0;1;1;0;0
0.297;10079;22;4673;6000.0;1;1;0;0
0.0;426;0;10018;8.0;1;1;0;0
9.007;11;22579;10018;22.0;17;1;1;1
16.34;4602;2942;10018;22.0;17;1;1;0
0.055;10079;8000;10019;50091.0;7;0;1;1
0.054;10079;8000;10019;61440.0;7;0;1;1
11.236;10079;22;840;39545.0;19;1;1;1
9.189;10079;22;17;54129.0;19;1;1;1
0.057;10079;8000;10019;63951.0;7;0;1;1
0.077;10080;54914;10018;8000.0;6;0;1;1
0.054;10079;8000;10019;57107.0;7;0;1;1
0.0;10079;50804;3122;290.0;1;1;0;0
0.092;10080;55851;10018;8000.0;6;0;1;1
10.076;10079;22;14;48845.0;19;1;1;1
0.052;10080;50999;10018;8000.0;6;0;1;1
0.0;5459;45839;10018;2222.0;1;1;0;0
19.236;4739;1502;10018;22.0;24;1;1;1
0.0;563;1337;10018;2323.0;1;1;0;0
0.075;10079;8000;10019;60716.0;7;0;1;1
0.047;10079;8000;10019;57571.0;7;0;1;1
0.529;10079;22;478;54035.0;12;1;1;1
0.068;10079;8000;10019;55653.0;7;0;1;1
0.0;10079;23;9667;4854.0;1;1;0;0
0.048;10080;52178;10018;8000.0;6;0;1;1
123.976;7;32516;10018;22.0;5;1;0;1
3.116;10079;22;479;55974.0;15;1;1;1
2.631;10079;22;8273;34145.0;12;1;1;1
0.0;10079;18719;7891;80.0;1;1;0;0
0.016;10079;60283;31;123.0;1;1;0;0
0.062;10079;8000;10019;51302.0;7;0;1;1
0.04;10079;8000;10019;65366.0;7;0;1;1
0.049;10079;8000;10019;61474.0;7;0;1;1
10.591;10079;22;8;29039.0;20;1;1;1
0.064;10079;8000;10019;61874.0;7;0;1;1
0.464;8;13928;10018;22.0;2;1;0;0
0.042;10080;62833;10018;8000.0;6;0;1;1
0.024;436;46756;10018;23399.0;2;1;0;0
10.076;10079;22;16;53881.0;19;1;1;1
0.975;7870;35423;10018;22.0;6;1;1;1
0.077;10079;8000;10019;64038.0;7;0;1;1
20.185;4740;24046;10018;22.0;24;1;1;1
0.059;10080;53306;10018;8000.0;6;0;1;1
0.106;10080;57815;10018;8000.0;6;0;1;1
0.056;10079;8000;10019;61491.0;7;0;1;1
0.0;10079;0;135;3.3;1;1;0;0
0.072;10080;60335;10018;8000.0;6;0;1;1
8.572;10079;22;16;34016.0;19;1;1;1
7.156;10079;22;6120;54747.0;4;1;0;0
19.781;10079;22;4687;14785.0;26;1;1;1
6.933;10079;22;8;32395.0;6;1;1;0
19.351;4739;58912;10018;22.0;24;1;1;1
9.495;10079;22;28;58095.0;19;1;1;1
24.357;10079;22;4687;38813.0;29;1;1;1
0.051;10080;62886;10018;8000.0;6;0;1;1
0.05;10079;8000;10019;58382.0;7;0;1;1
0.071;10079;8000;10019;64125.0;7;0;1;1
0.055;10080;64669;10018;8000.0;6;0;1;1
0.048;10080;63558;10018;8000.0;6;0;1;1
9.849;28;38905;10018;22.0;17;1;1;1
8.821;17;37637;10018;22.0;17;1;1;1
9.333;10079;22;28;57927.0;19;1;1;1
7.469;10079;22;8;24071.0;4;1;0;0
21.079;10079;22;4687;50813.0;28;1;1;1
15.57;8880;52534;10018;22.0;15;1;1;1
0.047;10080;50433;10018;8000.0;6;0;1;1
10.875;10079;22;77;45621.0;20;1;1;1
22.427;1137;22170;10018;22.0;27;1;1;1
0.0;10079;5358;1883;35027.0;1;1;0;0
0.063;10079;8000;10019;56670.0;7;0;1;1
20.077;10079;22;4687;27976.0;29;1;1;1
17.154;10079;22;11;29504.0;19;1;1;1
10.403;10079;22;11;11943.0;19;1;1;1
19.091;10079;22;4420;15629.0;26;1;1;1
18.097;4739;42004;10018;22.0;24;1;1;1
0.0;6560;37036;10018;23.0;1;1;0;0
0.09;10080;50823;10018;8000.0;6;0;1;1
0.001;10079;23;3538;52017.0;1;1;0;0
120.953;10079;22;8;60121.0;9;1;1;1
0.129;6158;53827;10018;9000.0;2;1;0;0
0.056;10080;54476;10018;8000.0;6;0;1;1
0.064;10080;57833;10018;8000.0;6;0;1;1
0.061;10079;8000;10019;52227.0;7;0;1;1
27.399;4740;39888;10018;22.0;25;1;1;1
10.303;10079;22;23;35757.0;19;1;1;1
20.033;1137;23319;10018;22.0;24;1;1;1
0.46;10079;22;1344;44050.0;1;1;0;0
0.0;10079;23;9366;44511.0;1;1;0;0
8.05;78;42170;10018;22.0;15;1;1;1
18.288;10079;22;4719;31522.0;26;1;1;1
11.589;10079;22;840;51105.0;20;1;1;1
0.097;10080;56312;10018;8000.0;6;0;1;1
9.726;11;18513;10018;22.0;17;1;1;1
30.999;1635;59040;10018;22.0;1;1;0;0
0.96;10079;22;7826;31100.0;5;1;1;1
20.575;10079;22;1137;27477.0;28;1;1;1
9.453;27;59814;10018;22.0;17;1;1;1
0.074;10079;8000;10019;58913.0;7;0;1;1
0.068;10080;65492;10018;8000.0;6;0;1;1
20.573;10079;22;4718;61016.0;29;1;1;1
0.941;7870;62944;10018;22.0;6;1;1;1
0.055;10080;58987;10018;8000.0;6;0;1;1
9.521;24;46354;10018;22.0;15;1;1;1
0.062;10079;8000;10019;62971.0;7;0;1;1
0.08;10080;59364;10018;8000.0;6;0;1;1
9.592;10079;22;17;48131.0;19;1;1;1
0.073;10079;8000;10019;52569.0;7;0;1;1
9.34;10079;22;24;39420.0;19;1;1;1
0.0;10079;0;412;3.3;1;1;0;0
9.483;10079;22;28;45300.0;19;1;1;1
31.479;8;29228;10018;22.0;2;1;0;0
120.011;10080;52359;10018;8000.0;6;0;1;1
20.881;17;44519;10018;22.0;12;1;1;1
10.265;14;48763;10018;22.0;15;1;1;1
0.0;1751;11466;10018;7547.0;1;1;0;0
0.056;10079;8000;10019;65216.0;7;0;1;1
5.058;15;51766;10018;22.0;16;1;1;1
0.057;10079;8000;10019;51042.0;7;0;1;1
0.067;10079;8000;10019;53804.0;7;0;1;1
9.093;10079;22;14;54098.0;19;1;1;1
0.0;9681;39113;10018;994.0;1;1;0;0
5.092;10079;8000;2305;53265.0;3;1;0;1
2.088;3569;44482;10018;22.0;12;1;1;1
2.25;3569;40397;10018;22.0;14;1;1;1
15.649;10079;22;8;26072.0;10;1;1;0
2.024;996;0;10018;3.1;2;1;0;0
0.0;8345;56597;10018;23.0;1;1;0;0
4.278;10079;22;7571;37160.0;13;1;1;1
0.088;10080;61639;10018;8000.0;6;0;1;1
10.474;15;60819;10018;22.0;17;1;1;1
0.001;10079;23;2507;23201.0;1;1;0;0
0.056;10080;49666;10018;8000.0;6;0;1;1
0.057;10079;8000;10019;62313.0;7;0;1;1
0.051;10080;55615;10018;8000.0;6;0;1;1
0.092;10080;61883;10018;8000.0;6;0;1;1
19.406;10079;22;4718;43120.0;26;1;1;1
20.323;10079;22;1137;33349.0;26;1;1;1
11.016;28;48969;10018;22.0;15;1;1;1
0.062;10079;8000;10019;59023.0;7;0;1;1
10.173;78;40987;10018;22.0;17;1;1;1
6.09;5775;56908;10018;22.0;17;1;1;1
10.327;78;54995;10018;22.0;15;1;1;1
102.114;10079;22;8;53406.0;11;1;1;1
23.262;10079;22;4687;17733.0;30;1;1;1
0.056;10080;51368;10018;8000.0;6;0;1;1
11.002;11;27388;10018;22.0;16;1;1;1
0.063;10080;50862;10018;8000.0;6;0;1;1
9.76;10079;22;16;35850.0;19;1;1;1
0.07;10080;59626;10018;8000.0;6;0;1;1
6.389;8;38197;10018;22.0;5;1;0;0
0.0;10079;23;4230;17227.0;1;1;0;0
0.0;8754;1192;10018;7547.0;1;1;0;0
0.05;10080;61796;10018;8000.0;6;0;1;1
0.0;250;53;10018;57223.0;1;1;0;0
19.233;10079;22;1137;17383.0;26;1;1;1
10.893;10079;22;79;59481.0;20;1;1;1
0.053;10080;50861;10018;8000.0;6;0;1;1
0.097;10079;8000;10019;50628.0;7;0;1;1
0.082;10079;8000;10019;63926.0;7;0;1;1
0.087;10080;63841;10018;8000.0;6;0;1;1
9.398;10079;22;840;60046.0;19;1;1;1
0.082;10079;8000;10019;52195.0;7;0;1;1
13.69;11;56416;10018;22.0;17;1;1;1
12.999;10079;22;11;62953.0;21;1;1;1
0.06;10079;8000;10019;49768.0;7;0;1;1
0.07;10080;53445;10018;8000.0;6;0;1;1
0.0;10021;19879;10018;23.0;1;1;0;0
0.954;7870;25345;10018;22.0;6;1;1;1
9.174;10079;22;17;36712.0;19;1;1;1
9.637;77;38018;10018;22.0;15;1;1;1
0.072;10079;8000;10019;53490.0;7;0;1;1
9.07;16;38912;10018;22.0;15;1;1;1
0.056;10080;59590;10018;8000.0;6;0;1;1
0.046;10079;8000;10019;62952.0;7;0;1;1
0.045;10080;59004;10018;8000.0;6;0;1;1
9.047;10079;22;15;33448.0;19;1;1;1
0.0;47;5071;10018;5060.0;1;1;0;0
0.299;10079;22;819;46455.0;1;1;0;0
0.072;10079;8000;10019;54899.0;7;0;1;1
0.049;10079;8000;10019;49384.0;7;0;1;1
2.262;630;45051;10018;22.0;12;1;1;1
0.053;10080;57560;10018;8000.0;6;0;1;1
5.163;479;53129;10018;22.0;16;1;1;1
10.387;28;47394;10018;22.0;17;1;1;1
0.051;10080;58916;10018;8000.0;6;0;1;1
19.978;4739;47096;10018;22.0;24;1;1;1
10.244;23;45613;10018;22.0;17;1;1;1
5.113;251;443;10018;55402.0;9;1;1;1
20.046;10079;22;1137;9974.0;26;1;1;1
0.079;10080;58220;10018;8000.0;6;0;1;1
10.25;10079;22;14;40888.0;19;1;1;1
10.205;27;52978;10018;22.0;19;1;1;1
0.0;5951;7334;10018;23.0;1;1;0;0
0.058;10079;8000;10019;49487.0;7;0;1;1
5.806;10079;22;8;11434.0;9;1;1;1
10.442;840;52573;10018;22.0;17;1;1;1
0.0;8335;58535;10018;445.0;1;1;0;0
0.053;10079;8000;10019;52704.0;7;0;1;1
3.644;10079;22;8273;59419.0;13;1;1;1
18.491;10079;22;1137;42384.0;26;1;1;1
0.05;10079;8000;10019;50091.0;7;0;1;1
0.05;10080;50217;10018;8000.0;6;0;1;1
0.0;10079;5358;2128;51809.0;1;1;0;0
19.103;4708;24335;10018;22.0;26;1;1;1
9.227;15;40088;10018;22.0;17;1;1;1
12.411;6159;7334;10018;23.0;2;1;0;0
8.078;10079;22;17;52148.0;19;1;1;1
0.083;10079;8000;10019;64922.0;7;0;1;1
10.988;28;41097;10018;22.0;20;1;1;1
0.048;10079;8000;10019;63984.0;7;0;1;1
0.044;10079;8000;10019;52233.0;7;0;1;1
14.022;11;61807;10018;22.0;18;1;1;1
9.346;10079;22;27;53964.0;19;1;1;1
9.802;11;31086;10018;22.0;19;1;1;1
8.178;11;26760;10018;22.0;17;1;1;1
58.112;10079;22;8;15905.0;11;1;1;1
18.229;4739;9908;10018;22.0;26;1;1;1
5.423;10079;22;8;30620.0;6;1;1;0
10.594;28;52695;10018;22.0;17;1;1;1
9.002;10079;22;9481;43533.0;18;1;1;1
12.098;10079;22;840;59640.0;20;1;1;1
0.0;9181;25356;10018;23.0;1;1;0;0
0.947;7870;46677;10018;22.0;6;1;1;1
0.001;6931;31324;10018;23.0;1;1;0;0
0.001;4164;31615;10018;5358.0;1;1;0;0
0.06;10080;49651;10018;8000.0;6;0;1;1
0.0;2667;28711;10018;7547.0;1;1;0;0
29.23;11;14569;10018;22.0;10;1;1;1
0.06;10079;8000;10019;63516.0;7;0;1;1
9.057;10079;22;11;25636.0;20;1;1;1
0.054;10079;8000;10019;55074.0;7;0;1;1
11.486;10079;22;27;51463.0;19;1;1;1
70.886;11;16077;10018;22.0;7;1;1;1
0.068;10079;8000;10019;56788.0;7;0;1;1
0.0;757;20587;10018;23.0;1;1;0;0
10.361;78;39257;10018;22.0;17;1;1;1
0.0;2368;14146;10018;23.0;1;1;0;0
0.074;10080;54409;10018;8000.0;6;0;1;1
26.436;10079;22;4687;64987.0;31;1;1;1
19.394;10079;22;4718;25090.0;28;1;1;1
23.595;1137;40474;10018;22.0;26;1;1;1
0.103;10079;8000;10019;57448.0;7;0;1;1
0.054;10079;8000;10019;61412.0;7;0;1;1
20.317;4739;30012;10018;22.0;27;1;1;1
20.527;4740;5348;10018;22.0;26;1;1;1
0.047;10079;3390;1098;42771.0;1;1;0;0
0.048;10079;8000;10019;63140.0;7;0;1;1
0.983;7870;28542;10018;22.0;6;1;1;1
1.05;10079;8000;10019;65437.0;7;0;1;1
0.051;10079;8000;10019;62226.0;7;0;1;1
0.076;10080;63857;10018;8000.0;6;0;1;1
0.933;7870;51383;10018;22.0;6;1;1;1
0.0;4478;14678;10018;23.0;1;1;0;0
0.055;10080;54164;10018;8000.0;6;0;1;1
120.821;8;35977;10018;22.0;3;1;1;0
0.0;10079;2375;6402;42399.0;1;1;0;0
0.048;10080;60174;10018;8000.0;6;0;1;1
0.0;2070;22825;10018;23.0;1;1;0;0
0.046;10080;53237;10018;8000.0;6;0;1;1
17.008;10079;22;4581;2387.0;22;1;1;0
0.0;10079;7547;4630;33400.0;1;1;0;0
0.929;10079;22;7826;31970.0;5;1;1;1
0.067;10080;58786;10018;8000.0;6;0;1;1
9.61;15;40914;10018;22.0;17;1;1;1
0.067;10080;51074;10018;8000.0;6;0;1;1
8.263;10079;22;16;48829.0;19;1;1;1
3.093;8319;58881;10018;22.0;12;1;0;0
21.044;1137;1026;10018;22.0;25;1;1;1
