timestamp,host,service,pid,message
Mar 17 01:11:50,db-server-02,sshd,7375,Failed password for admin from 185.143.223.15 port 50462
Mar 17 01:11:56,db-server-02,sshd,7387,Failed password for test from 185.143.223.15 port 49711
Mar 17 01:12:06,db-server-02,sshd,7370,Failed password for user123 from 185.143.223.15 port 42063
Mar 17 01:12:31,db-server-02,sshd,7367,Failed password for admin from 185.143.223.15 port 38366
Mar 17 01:12:37,db-server-02,sshd,7373,Failed password for root from 185.143.223.15 port 33340
Mar 17 01:12:42,db-server-02,sshd,7369,Failed password for guest from 185.143.223.15 port 53307
Mar 17 01:12:43,db-server-02,sshd,7385,Failed password for guest from 185.143.223.15 port 32293
Mar 17 01:12:50,db-server-02,sshd,7384,Failed password for guest from 185.143.223.15 port 44651
Mar 17 01:13:04,db-server-02,sshd,7378,Failed password for root from 185.143.223.15 port 36756
Mar 17 01:13:12,db-server-02,sshd,7386,Failed password for test from 185.143.223.15 port 35772
Mar 17 01:13:18,db-server-02,sshd,7379,Failed password for user123 from 185.143.223.15 port 45568
Mar 17 01:13:22,db-server-02,sshd,7372,Failed password for root from 185.143.223.15 port 37206
Mar 17 01:13:41,db-server-02,sshd,7380,Failed password for test from 185.143.223.15 port 52003
Mar 17 01:13:51,db-server-02,sshd,7364,Failed password for admin from 185.143.223.15 port 31830
Mar 17 01:14:11,db-server-02,sshd,7360,Failed password for admin from 185.143.223.15 port 41038
Mar 17 01:14:26,db-server-02,sshd,7358,Failed password for test from 185.143.223.15 port 44848
Mar 17 01:15:20,db-server-02,service,8854,Started mysql service
Mar 17 01:32:53,ip-10-50-30-100,systemd,7918,Started System maintenance
Mar 17 01:40:20,ip-10-50-30-100,sudo,1780,admin : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l
Mar 17 02:22:50,db-server-02,sshd,5856,Accepted publickey for ci-cd from 172.16.0.25
Mar 17 02:31:58,db-server-02,sshd,5225,Accepted publickey for backup from 172.16.0.25
Mar 17 02:43:24,db-server-02,sudo,4337,developer : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l
Mar 17 02:44:21,db-server-02,service,1610,Started nginx service
Mar 17 02:49:53,ip-10-77-20-248,sudo,6628,ci-cd : TTY=pts/0 ; COMMAND=docker ps
Mar 17 02:51:46,server-prod-01,sudo,2796,deploy : TTY=pts/1 ; COMMAND=cat /var/log/syslog
Mar 17 02:59:05,server-prod-01,systemd,8434,Started System maintenance
Mar 17 03:03:02,ip-10-50-30-100,sshd,2277,Accepted publickey for ubuntu from 85.245.107.41
Mar 17 03:09:37,ip-10-50-30-100,cron,4100,Started Log rotation
Mar 17 03:34:57,ip-10-50-30-100,systemd,5390,Started Log rotation
Mar 17 04:09:01,ip-10-77-20-248,sshd,6443,Accepted publickey for deploy from 85.245.107.41
Mar 17 04:11:52,ip-10-77-20-248,cron,6364,Started Daily backup
Mar 17 04:12:26,ip-10-77-20-248,cron,1826,Started Log rotation
Mar 17 04:14:48,ip-10-50-30-100,cron,5127,Started Daily backup
Mar 17 04:28:32,ip-10-50-30-100,service,4285,Started redis service
Mar 17 04:32:49,server-prod-01,sudo,1931,admin : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l
Mar 17 04:33:58,ip-10-77-20-248,service,5595,Started postgres service
Mar 17 04:35:25,db-server-02,service,5667,Started postgres service
Mar 17 04:36:08,db-server-02,cron,8355,Started Daily backup
Mar 17 04:41:10,ip-10-50-30-100,service,9056,Started nginx service
Mar 17 04:44:06,server-prod-01,pure-ftpd,7617,"Connection from 10.0.0.50, user backup, command LIST"
Mar 17 05:01:19,ip-10-50-30-100,sshd,1170,Accepted publickey for backup from 172.16.0.25
Mar 17 05:12:36,ip-10-50-30-100,service,8364,Started redis service
Mar 17 05:28:39,server-prod-01,sshd,7280,Accepted publickey for developer from 192.168.1.100
Mar 17 05:29:54,ip-10-77-20-248,sudo,4507,deploy : TTY=pts/2 ; COMMAND=ls -la
Mar 17 05:34:41,server-prod-01,proftpd,5789,"Connection from 172.16.0.25, user ftp_user, command CWD /uploads"
Mar 17 05:36:44,server-prod-01,sudo,9925,backup : TTY=pts/2 ; COMMAND=cd /var/www
Mar 17 05:38:16,db-server-02,sshd,6043,Invalid user admin from 51.15.20.30
Mar 17 05:38:17,db-server-02,sshd,6041,Invalid user test from 51.15.20.30
Mar 17 05:38:20,db-server-02,sshd,6042,Invalid user guest from 51.15.20.30
Mar 17 05:38:21,db-server-02,sshd,6039,Invalid user admin from 51.15.20.30
Mar 17 05:38:24,db-server-02,sshd,6040,Invalid user guest from 51.15.20.30
Mar 17 05:38:30,db-server-02,sshd,6060,Failed password for guest from 51.15.20.30 port 42147
Mar 17 05:38:45,db-server-02,sshd,6056,Failed password for oracle from 51.15.20.30 port 37785
Mar 17 05:38:51,db-server-02,sshd,6058,Failed password for oracle from 51.15.20.30 port 51208
Mar 17 05:38:53,db-server-02,sshd,6068,Failed password for guest from 51.15.20.30 port 30959
Mar 17 05:38:55,db-server-02,sshd,6066,Failed password for oracle from 51.15.20.30 port 58865
Mar 17 05:39:22,db-server-02,sshd,6062,Failed password for admin from 51.15.20.30 port 57014
Mar 17 05:39:24,db-server-02,sshd,6052,Failed password for user123 from 51.15.20.30 port 31120
Mar 17 05:39:26,db-server-02,sshd,6048,Failed password for oracle from 51.15.20.30 port 42095
Mar 17 05:39:30,db-server-02,sshd,6053,Failed password for guest from 51.15.20.30 port 36594
Mar 17 05:39:32,db-server-02,sshd,6067,Failed password for admin from 51.15.20.30 port 37404
Mar 17 05:39:34,db-server-02,sshd,6059,Failed password for test from 51.15.20.30 port 41343
Mar 17 05:39:37,db-server-02,sshd,6047,Failed password for test from 51.15.20.30 port 33374
Mar 17 05:40:05,db-server-02,sshd,6054,Failed password for oracle from 51.15.20.30 port 50306
Mar 17 05:40:11,db-server-02,sshd,6069,Failed password for admin from 51.15.20.30 port 30735
Mar 17 05:40:55,db-server-02,sshd,6051,Failed password for admin from 51.15.20.30 port 31346
Mar 17 05:41:06,db-server-02,sshd,6050,Failed password for admin from 51.15.20.30 port 58356
Mar 17 05:41:24,db-server-02,sshd,6061,Failed password for root from 51.15.20.30 port 56137
Mar 17 05:41:27,db-server-02,sshd,6044,Failed password for root from 51.15.20.30 port 37340
Mar 17 05:41:30,db-server-02,sshd,6065,Failed password for oracle from 51.15.20.30 port 58157
Mar 17 05:41:41,db-server-02,sshd,6057,Failed password for root from 51.15.20.30 port 37822
Mar 17 05:41:44,db-server-02,sshd,6063,Failed password for admin from 51.15.20.30 port 50865
Mar 17 05:41:55,db-server-02,sshd,6045,Failed password for user123 from 51.15.20.30 port 32747
Mar 17 05:42:32,db-server-02,sshd,6055,Failed password for oracle from 51.15.20.30 port 43110
Mar 17 05:42:50,db-server-02,sshd,6049,Failed password for guest from 51.15.20.30 port 57181
Mar 17 05:42:52,db-server-02,sshd,6064,Failed password for user123 from 51.15.20.30 port 43844
Mar 17 05:43:00,db-server-02,sshd,6046,Failed password for guest from 51.15.20.30 port 30442
Mar 17 05:47:35,ip-10-77-20-248,systemd,4840,Started Log rotation
Mar 17 05:48:54,ip-10-50-30-100,systemd,1515,Started System maintenance
Mar 17 06:00:30,server-prod-01,systemd,5491,Started Log rotation
Mar 17 06:01:26,server-prod-01,systemd,4171,Started Daily backup
Mar 17 06:13:51,db-server-02,sshd,7844,Invalid user guest from 218.188.2.4
Mar 17 06:13:51,db-server-02,sshd,7842,Invalid user test from 218.188.2.4
Mar 17 06:13:52,db-server-02,sshd,7843,Invalid user admin from 218.188.2.4
Mar 17 06:14:05,db-server-02,sshd,7848,Failed password for user123 from 218.188.2.4 port 58479
Mar 17 06:14:13,db-server-02,sshd,7845,Failed password for test from 218.188.2.4 port 50259
Mar 17 06:14:20,db-server-02,sshd,7858,Failed password for test from 218.188.2.4 port 36913
Mar 17 06:15:40,db-server-02,sshd,7849,Failed password for user123 from 218.188.2.4 port 39667
Mar 17 06:16:28,db-server-02,sshd,7861,Failed password for oracle from 218.188.2.4 port 48450
Mar 17 06:16:36,db-server-02,sshd,7859,Failed password for oracle from 218.188.2.4 port 53322
Mar 17 06:16:38,db-server-02,sshd,7847,Failed password for test from 218.188.2.4 port 50579
Mar 17 06:16:47,db-server-02,sshd,7846,Failed password for guest from 218.188.2.4 port 44917
Mar 17 06:16:59,db-server-02,sshd,7853,Failed password for root from 218.188.2.4 port 31995
Mar 17 06:17:33,db-server-02,sshd,7851,Failed password for oracle from 218.188.2.4 port 48249
Mar 17 06:17:47,db-server-02,sshd,7856,Failed password for admin from 218.188.2.4 port 51501
Mar 17 06:17:55,db-server-02,sshd,7857,Failed password for oracle from 218.188.2.4 port 47796
Mar 17 06:18:02,db-server-02,sshd,7855,Failed password for user123 from 218.188.2.4 port 35950
Mar 17 06:18:07,db-server-02,sshd,7850,Failed password for oracle from 218.188.2.4 port 54681
Mar 17 06:18:25,db-server-02,sshd,7854,Failed password for guest from 218.188.2.4 port 56340
Mar 17 06:18:29,db-server-02,sshd,7852,Failed password for oracle from 218.188.2.4 port 34183
Mar 17 06:18:39,db-server-02,sshd,7860,Failed password for test from 218.188.2.4 port 52170
Mar 17 06:27:16,db-server-02,proftpd,8503,Failed password for web_upload from 61.177.172.1
Mar 17 06:27:23,db-server-02,proftpd,7117,Failed password for ftp_user from 61.177.172.1
Mar 17 06:27:27,db-server-02,pure-ftpd,5782,Failed password for web_upload from 61.177.172.1
Mar 17 06:27:35,db-server-02,proftpd,8687,Failed password for backup from 61.177.172.1
Mar 17 06:28:01,db-server-02,proftpd,7809,Failed password for web_upload from 61.177.172.1
Mar 17 06:28:07,db-server-02,pure-ftpd,8234,Failed password for web_upload from 61.177.172.1
Mar 17 06:28:13,db-server-02,pure-ftpd,9965,Failed password for web_upload from 61.177.172.1
Mar 17 06:28:15,db-server-02,pure-ftpd,6816,Failed password for web_upload from 61.177.172.1
Mar 17 06:28:37,db-server-02,vsftpd,6845,Failed password for backup from 61.177.172.1
Mar 17 06:28:38,db-server-02,pure-ftpd,8220,Failed password for backup from 61.177.172.1
Mar 17 06:28:42,db-server-02,pure-ftpd,5522,Failed password for backup from 61.177.172.1
Mar 17 06:28:45,db-server-02,vsftpd,5609,Failed password for ftp_user from 61.177.172.1
Mar 17 06:44:25,ip-10-77-20-248,service,3941,Started cron service
Mar 17 06:44:34,ip-10-50-30-100,sudo,3177,ci-cd : TTY=pts/2 ; COMMAND=git pull
Mar 17 06:45:23,db-server-02,cron,1202,Started Daily backup
Mar 17 06:51:53,ip-10-50-30-100,sudo,7961,deploy : TTY=pts/1 ; COMMAND=apt update
Mar 17 07:14:08,ip-10-77-20-248,systemd,4414,Started Log rotation
Mar 17 07:15:56,server-prod-01,sshd,6183,Accepted publickey for developer from 85.245.107.41
Mar 17 07:22:36,db-server-02,sshd,6911,Invalid user admin from 61.177.172.1
Mar 17 07:22:36,db-server-02,sshd,6937,Accepted password for oracle from 61.177.172.1
Mar 17 07:22:38,db-server-02,bash,8114,whoami; id; uname -a
Mar 17 07:22:40,db-server-02,sshd,6912,Invalid user guest from 61.177.172.1
Mar 17 07:22:47,db-server-02,sshd,6910,Invalid user guest from 61.177.172.1
Mar 17 07:22:52,db-server-02,sshd,6930,Failed password for test from 61.177.172.1 port 53709
Mar 17 07:22:53,db-server-02,sshd,6936,Failed password for user123 from 61.177.172.1 port 50323
Mar 17 07:23:04,db-server-02,sshd,6934,Failed password for user123 from 61.177.172.1 port 46667
Mar 17 07:23:11,db-server-02,sshd,6923,Failed password for oracle from 61.177.172.1 port 32523
Mar 17 07:23:37,db-server-02,sshd,6914,Failed password for guest from 61.177.172.1 port 41676
Mar 17 07:23:54,db-server-02,sshd,6924,Failed password for test from 61.177.172.1 port 30276
Mar 17 07:24:02,db-server-02,sshd,6913,Failed password for oracle from 61.177.172.1 port 36361
Mar 17 07:24:04,db-server-02,sshd,6922,Failed password for oracle from 61.177.172.1 port 52716
Mar 17 07:24:27,db-server-02,sshd,6921,Failed password for admin from 61.177.172.1 port 32052
Mar 17 07:24:27,db-server-02,sshd,6932,Failed password for admin from 61.177.172.1 port 37538
Mar 17 07:24:38,db-server-02,sshd,6916,Failed password for oracle from 61.177.172.1 port 30583
Mar 17 07:25:14,db-server-02,sshd,6919,Failed password for user123 from 61.177.172.1 port 47634
Mar 17 07:25:23,db-server-02,sshd,6933,Failed password for oracle from 61.177.172.1 port 45069
Mar 17 07:25:33,db-server-02,sshd,6929,Failed password for root from 61.177.172.1 port 35602
Mar 17 07:25:38,server-prod-01,systemd,3806,Started System maintenance
Mar 17 07:26:06,db-server-02,sshd,6920,Failed password for admin from 61.177.172.1 port 48507
Mar 17 07:26:09,db-server-02,sshd,6917,Failed password for user123 from 61.177.172.1 port 44067
Mar 17 07:26:11,db-server-02,sshd,6925,Failed password for guest from 61.177.172.1 port 54041
Mar 17 07:26:33,db-server-02,sshd,6927,Failed password for oracle from 61.177.172.1 port 39362
Mar 17 07:26:38,db-server-02,sshd,6935,Failed password for admin from 61.177.172.1 port 38508
Mar 17 07:26:46,db-server-02,sshd,6918,Failed password for guest from 61.177.172.1 port 55114
Mar 17 07:26:53,db-server-02,sshd,6915,Failed password for test from 61.177.172.1 port 49502
Mar 17 07:26:59,db-server-02,sshd,6928,Failed password for guest from 61.177.172.1 port 59320
Mar 17 07:27:10,db-server-02,sshd,6931,Failed password for test from 61.177.172.1 port 57102
Mar 17 07:27:27,db-server-02,sshd,6926,Failed password for root from 61.177.172.1 port 42608
Mar 17 07:35:08,server-prod-01,service,7257,Started cron service
Mar 17 07:44:13,server-prod-01,cron,5693,Started Daily backup
Mar 17 08:40:02,db-server-02,proftpd,5969,Failed password for ftp_user from 45.227.253.109
Mar 17 08:40:25,db-server-02,proftpd,6732,Failed password for web_upload from 45.227.253.109
Mar 17 08:40:33,db-server-02,vsftpd,7218,Failed password for web_upload from 45.227.253.109
Mar 17 08:40:38,db-server-02,pure-ftpd,8719,Failed password for backup from 45.227.253.109
Mar 17 08:40:43,db-server-02,proftpd,7844,Failed password for backup from 45.227.253.109
Mar 17 08:41:07,db-server-02,pure-ftpd,8994,Failed password for backup from 45.227.253.109
Mar 17 08:41:12,db-server-02,proftpd,7926,Failed password for ftp_user from 45.227.253.109
Mar 17 08:41:32,db-server-02,proftpd,5269,Failed password for backup from 45.227.253.109
Mar 17 08:41:32,db-server-02,pure-ftpd,6031,Failed password for ftp_user from 45.227.253.109
Mar 17 08:41:39,db-server-02,vsftpd,7978,Failed password for backup from 45.227.253.109
Mar 17 08:44:59,ip-10-77-20-248,cron,1946,Started System maintenance
Mar 17 08:45:43,ip-10-50-30-100,systemd,8044,Started Log rotation
Mar 17 09:05:30,ip-10-50-30-100,systemd,6565,Started System maintenance
Mar 17 09:06:44,ip-10-77-20-248,sshd,1365,Failed password for backup from 85.245.107.41 port 50918
Mar 17 09:08:31,ip-10-50-30-100,sudo,1300,developer : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l
Mar 17 09:10:03,ip-10-77-20-248,systemd,4684,Started Daily backup
Mar 17 09:14:45,server-prod-01,sshd,9637,Invalid user test from 218.188.2.4
Mar 17 09:14:47,server-prod-01,sshd,9635,Invalid user test from 218.188.2.4
Mar 17 09:14:49,server-prod-01,sshd,9633,Invalid user guest from 218.188.2.4
Mar 17 09:14:52,server-prod-01,sshd,9651,Failed password for oracle from 218.188.2.4 port 50982
Mar 17 09:14:52,server-prod-01,sshd,9636,Invalid user admin from 218.188.2.4
Mar 17 09:14:52,server-prod-01,sshd,9634,Invalid user admin from 218.188.2.4
Mar 17 09:15:05,server-prod-01,sshd,9649,Failed password for oracle from 218.188.2.4 port 53850
Mar 17 09:15:06,server-prod-01,sshd,9652,Failed password for test from 218.188.2.4 port 41491
Mar 17 09:15:12,server-prod-01,sshd,9664,Failed password for test from 218.188.2.4 port 44568
Mar 17 09:15:44,server-prod-01,sshd,9646,Failed password for test from 218.188.2.4 port 36423
Mar 17 09:15:59,server-prod-01,sshd,9642,Failed password for root from 218.188.2.4 port 45660
Mar 17 09:16:02,ip-10-50-30-100,sudo,2599,backup : TTY=pts/1 ; COMMAND=ls -la
Mar 17 09:16:27,server-prod-01,sshd,9644,Failed password for user123 from 218.188.2.4 port 52106
Mar 17 09:16:36,server-prod-01,sshd,9662,Failed password for oracle from 218.188.2.4 port 53492
Mar 17 09:16:39,server-prod-01,sshd,9657,Failed password for guest from 218.188.2.4 port 59824
Mar 17 09:16:55,server-prod-01,sshd,9656,Failed password for test from 218.188.2.4 port 37138
Mar 17 09:17:04,server-prod-01,sshd,9666,Failed password for admin from 218.188.2.4 port 51866
Mar 17 09:17:06,server-prod-01,sshd,9647,Failed password for root from 218.188.2.4 port 49393
Mar 17 09:17:15,server-prod-01,sshd,9653,Failed password for user123 from 218.188.2.4 port 45752
Mar 17 09:17:19,server-prod-01,sshd,9659,Failed password for guest from 218.188.2.4 port 39754
Mar 17 09:17:40,server-prod-01,sshd,9661,Failed password for user123 from 218.188.2.4 port 31177
Mar 17 09:17:55,server-prod-01,sshd,9641,Failed password for test from 218.188.2.4 port 55885
Mar 17 09:17:55,server-prod-01,sshd,9639,Failed password for guest from 218.188.2.4 port 54829
Mar 17 09:17:59,ip-10-77-20-248,cron,1762,Started System maintenance
Mar 17 09:18:02,server-prod-01,sshd,9660,Failed password for test from 218.188.2.4 port 57354
Mar 17 09:18:05,server-prod-01,sshd,9638,Failed password for test from 218.188.2.4 port 59899
Mar 17 09:18:09,server-prod-01,sshd,9650,Failed password for root from 218.188.2.4 port 54850
Mar 17 09:18:10,server-prod-01,sshd,9655,Failed password for test from 218.188.2.4 port 46731
Mar 17 09:18:16,server-prod-01,sshd,9645,Failed password for root from 218.188.2.4 port 32619
Mar 17 09:18:32,server-prod-01,sshd,9643,Failed password for root from 218.188.2.4 port 30920
Mar 17 09:18:36,server-prod-01,sshd,9663,Failed password for admin from 218.188.2.4 port 38614
Mar 17 09:18:41,server-prod-01,sshd,9667,Failed password for root from 218.188.2.4 port 52927
Mar 17 09:18:45,server-prod-01,sshd,9658,Failed password for root from 218.188.2.4 port 35622
Mar 17 09:18:48,server-prod-01,sshd,9648,Failed password for admin from 218.188.2.4 port 42197
Mar 17 09:19:15,server-prod-01,sshd,9654,Failed password for oracle from 218.188.2.4 port 55450
Mar 17 09:19:30,server-prod-01,sshd,9665,Failed password for admin from 218.188.2.4 port 57444
Mar 17 09:19:35,server-prod-01,sshd,9640,Failed password for user123 from 218.188.2.4 port 37852
Mar 17 09:27:42,db-server-02,systemd,6544,Started System maintenance
Mar 17 09:38:14,db-server-02,sshd,4753,Failed password for admin from 192.168.1.100 port 30799
Mar 17 09:41:30,db-server-02,service,5189,Started cron service
Mar 17 10:00:16,db-server-02,service,6307,Started nginx service
Mar 17 10:12:44,ip-10-77-20-248,apache2,5611,"51.15.20.30 - - [15/Apr/2025:22:45:32] ""GET /.git/config HTTP/1.1"" 404"
Mar 17 10:12:44,ip-10-77-20-248,apache2,9404,"51.15.20.30 - - [15/Apr/2025:22:45:32] ""GET /wp-admin.php HTTP/1.1"" 404"
Mar 17 10:12:51,ip-10-77-20-248,nginx,7340,"51.15.20.30 - - [15/Apr/2025:22:45:32] ""POST /api/v1/login HTTP/1.1"" 404"
Mar 17 10:13:08,ip-10-77-20-248,apache2,6243,"51.15.20.30 - - [15/Apr/2025:22:45:32] ""POST /api/v1/login HTTP/1.1"" 404"
Mar 17 10:13:12,ip-10-77-20-248,apache2,6797,"51.15.20.30 - - [15/Apr/2025:22:45:32] ""POST /api/v1/login HTTP/1.1"" 404"
Mar 17 10:13:22,ip-10-77-20-248,apache2,5296,"51.15.20.30 - - [15/Apr/2025:22:45:32] ""POST /api/v1/login HTTP/1.1"" 404"
Mar 17 10:15:04,server-prod-01,cron,1471,Started Log rotation
Mar 17 10:30:18,db-server-02,sudo,2956,ci-cd : TTY=pts/1 ; COMMAND=systemctl restart nginx
Mar 17 10:31:41,server-prod-01,cron,2341,Started Log rotation
Mar 17 10:37:32,db-server-02,sshd,8562,Accepted publickey for backup from 192.168.1.100
Mar 17 10:44:12,db-server-02,sudo,5583,ci-cd : TTY=pts/2 ; COMMAND=apt update
Mar 17 10:51:48,server-prod-01,service,2855,Started nginx service
Mar 17 10:55:41,db-server-02,cron,9733,Started Daily backup
Mar 17 11:00:11,ip-10-50-30-100,systemd,7487,Started Daily backup
Mar 17 11:02:33,ip-10-77-20-248,sshd,2015,Accepted publickey for admin from 85.245.107.41
Mar 17 11:04:01,ip-10-50-30-100,sshd,1098,Accepted publickey for backup from 192.168.1.100
Mar 17 11:12:04,ip-10-50-30-100,systemd,5985,Started System maintenance
Mar 17 11:15:37,db-server-02,service,2035,Started nginx service
Mar 17 11:24:33,ip-10-50-30-100,cron,9824,Started Log rotation
Mar 17 11:24:43,db-server-02,systemd,6713,Started System maintenance
Mar 17 11:32:05,server-prod-01,systemd,4592,Started Daily backup
Mar 17 11:39:32,db-server-02,sudo,1234,backup : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l
Mar 17 12:08:58,server-prod-01,service,4088,Started docker service
Mar 17 12:10:32,server-prod-01,cron,9764,Started System maintenance
Mar 17 12:14:21,server-prod-01,sudo,1920,ci-cd : TTY=pts/0 ; COMMAND=systemctl restart nginx
Mar 17 12:29:12,db-server-02,systemd,3625,Started System maintenance
Mar 17 12:30:27,ip-10-50-30-100,sshd,9812,Accepted publickey for developer from 10.0.0.50
Mar 17 12:32:48,ip-10-50-30-100,cron,9259,Started Log rotation
Mar 17 12:39:57,ip-10-77-20-248,proftpd,9700,"Connection from 85.245.107.41, user web_upload, command RETR file.txt"
Mar 17 12:42:34,db-server-02,sshd,7671,Accepted publickey for ubuntu from 85.245.107.41
Mar 17 12:59:33,ip-10-50-30-100,systemd,9816,Started System maintenance
Mar 17 13:05:36,db-server-02,cron,3648,Started System maintenance
Mar 17 13:07:37,ip-10-50-30-100,service,8406,Started mysql service
Mar 17 13:26:51,ip-10-77-20-248,systemd,7660,Started Daily backup
Mar 17 13:33:56,ip-10-77-20-248,service,8624,Started redis service
Mar 17 13:34:40,server-prod-01,sshd,9910,Accepted publickey for deploy from 85.245.107.41
Mar 17 13:58:34,server-prod-01,sudo,3603,ci-cd : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l
Mar 17 14:00:02,ip-10-77-20-248,sshd,5065,Accepted publickey for ci-cd from 10.0.0.50
Mar 17 14:07:48,ip-10-77-20-248,vsftpd,9429,Failed password for backup from 218.188.2.4
Mar 17 14:08:08,ip-10-77-20-248,pure-ftpd,8503,Failed password for backup from 218.188.2.4
Mar 17 14:08:09,ip-10-77-20-248,vsftpd,7867,Failed password for web_upload from 218.188.2.4
Mar 17 14:08:26,ip-10-77-20-248,vsftpd,8931,Failed password for web_upload from 218.188.2.4
Mar 17 14:08:39,ip-10-77-20-248,vsftpd,8602,Failed password for ftp_user from 218.188.2.4
Mar 17 14:08:57,ip-10-77-20-248,vsftpd,5008,Failed password for web_upload from 218.188.2.4
Mar 17 14:09:21,ip-10-77-20-248,pure-ftpd,5539,Failed password for ftp_user from 218.188.2.4
Mar 17 14:09:26,ip-10-77-20-248,proftpd,7872,Failed password for ftp_user from 218.188.2.4
Mar 17 14:09:26,ip-10-77-20-248,proftpd,8738,Failed password for ftp_user from 218.188.2.4
Mar 17 14:21:18,server-prod-01,cron,9213,Started System maintenance
Mar 17 14:32:59,server-prod-01,sshd,1056,Accepted publickey for ci-cd from 172.16.0.25
